atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,outlier
105,-2,106,-4,70,0,1,36,34,1
81,0,85,-5,-22,0,4,108,104,1
39,2,82,0,38,0,42,43,0,0
51,-3,77,0,50,-17,27,28,2,0
43,0,86,0,42,-3,43,45,2,0
51,-1,77,0,50,-6,27,28,2,0
47,-1,89,-1,46,0,42,42,0,0
37,1,79,0,20,12,41,58,16,0
41,1,86,0,38,-7,46,48,2,0
47,1,78,7,46,0,31,32,0,0
63,0,112,1,62,0,49,50,0,0
37,0,91,0,10,0,53,81,28,0
79,-10,83,-5,-100,-1990,4,184,180,1
37,0,106,5,30,0,69,75,6,0
56,0,92,0,56,10,36,35,0,0
49,0,106,0,50,11,57,57,0,0
51,1,85,0,52,10,34,33,0,0
46,-4,86,0,46,0,41,40,0,0
55,0,98,1,54,21,42,44,2,0
45,-1,79,0,46,7,33,32,0,0
50,1,79,0,50,0,29,30,0,0
48,0,84,6,46,0,36,37,2,0
53,0,77,0,54,6,23,23,0,0
37,0,78,-3,0,0,41,78,36,0
40,2,89,0,38,0,49,50,2,0
39,0,97,8,38,0,58,59,0,0
39,-2,80,0,38,0,41,41,0,0
45,-31,83,0,44,259,38,39,0,0
37,0,76,5,28,16,40,48,8,0
52,0,87,-1,52,0,35,35,0,0
53,0,104,7,54,17,51,49,0,0
41,1,84,0,42,3,43,43,0,0
37,-1,78,0,36,-22,41,42,2,0
46,0,77,0,46,2,31,30,0,0
49,-4,83,0,50,1,34,34,0,0
45,3,102,0,44,0,58,58,0,0
42,-1,77,7,42,0,34,35,2,0
43,5,79,-2,42,0,35,37,2,0
53,0,86,2,54,23,33,32,0,0
37,0,76,0,20,-9,39,55,16,0
46,0,86,-2,46,-4,40,39,0,0
38,0,92,0,24,2,54,69,14,0
37,-1,77,8,20,0,41,57,16,0
37,0,79,-4,12,0,42,66,24,0
37,0,80,-6,8,0,43,72,28,0
37,-2,83,-2,34,0,46,49,4,0
45,0,83,4,44,-20,37,39,2,0
53,4,78,0,54,31,25,24,0,0
44,0,89,0,44,12,45,45,0,0
47,-2,83,0,46,0,37,37,0,0
49,1,83,0,46,-13,34,37,2,0
44,1,100,0,44,6,56,56,0,0
45,-6,83,0,44,66,38,39,0,0
37,0,84,0,28,-3,47,55,8,0
37,0,104,0,26,21,66,78,12,0
37,0,76,3,20,-20,39,55,16,0
37,0,81,0,28,-3,44,52,8,0
49,0,77,-6,50,0,28,28,0,0
37,-2,81,-6,28,-12,44,52,8,0
56,5,84,0,54,-6,28,30,2,0
41,0,78,0,38,-15,37,39,2,0
46,0,85,-2,46,7,39,39,0,0
56,4,95,0,54,-23,39,41,2,0
53,1,79,0,54,0,25,24,0,0
51,3,86,0,50,-22,35,37,2,0
80,-2,84,0,-14,-6,4,99,96,1
37,0,78,-1,16,31,41,63,22,0
44,3,108,0,44,1,63,64,0,0
38,5,83,-1,38,-2,44,44,0,0
61,0,111,0,60,-8,50,52,2,0
37,0,81,0,28,18,44,52,8,0
37,0,77,0,6,-14,40,72,32,0
42,-2,77,0,42,0,35,36,0,0
46,1,81,-2,44,-49,35,37,2,0
49,0,77,3,50,0,28,28,0,0
45,3,76,0,44,0,32,32,0,0
46,0,76,0,46,11,30,30,0,0
44,3,79,0,44,19,35,35,0,0
41,5,76,0,42,25,35,35,0,0
63,1,111,3,62,0,48,49,2,0
42,-5,97,8,42,0,55,56,0,0
41,0,97,0,38,-11,56,58,2,0
41,0,83,-2,38,-4,42,44,2,0
37,-1,80,-6,36,0,43,44,0,0
102,2,104,2,72,12,1,31,30,1
39,0,86,4,38,0,47,47,0,0
52,0,78,-1,52,0,26,26,0,0
56,1,87,2,56,10,31,30,0,0
37,0,80,0,34,10,43,46,2,0
43,-1,76,1,42,-7,33,35,2,0
37,0,76,0,34,1,39,42,4,0
39,0,83,-5,38,0,44,44,0,0
49,0,77,0,46,-20,28,31,2,0
45,0,81,0,46,15,36,35,0,0
51,0,81,-1,52,22,30,30,0,0
45,5,81,0,44,0,36,37,2,0
37,0,79,-6,26,1,42,54,12,0
37,0,76,1,28,9,39,48,8,0
37,0,74,0,26,-13,38,48,10,0
53,5,91,0,52,-3,38,39,2,0
44,0,87,0,44,22,43,43,0,0
37,0,95,0,16,0,58,79,22,0
51,0,86,0,50,-8,35,37,2,0
52,0,87,0,52,6,35,35,0,0
37,0,76,0,26,16,39,50,10,0
37,0,77,-1,16,-3,41,62,22,0
43,-2,79,0,42,-5,35,37,2,0
37,0,81,0,28,12,44,52,8,0
37,0,96,0,24,0,59,73,14,0
37,0,76,0,24,12,39,52,14,0
49,0,79,0,46,-9,31,33,2,0
37,0,105,3,18,0,68,87,20,0
47,3,102,0,46,0,56,56,0,0
49,0,111,0,50,5,62,62,0,0
51,4,82,3,50,0,31,33,2,0
49,0,84,0,50,5,36,35,0,0
47,0,109,6,46,0,63,63,0,0
49,2,82,0,46,-3,33,35,2,0
42,1,86,5,42,0,44,45,2,0
51,0,87,-1,50,-26,36,38,2,0
49,5,78,0,46,0,29,32,2,0
41,0,79,0,38,-1,39,41,2,0
37,0,77,8,20,0,41,57,16,0
37,0,95,0,16,20,58,79,22,0
37,0,86,0,38,28,48,47,0,0
45,0,85,0,44,-14,40,41,2,0
46,0,82,0,44,-17,36,38,2,0
37,0,103,0,30,-6,66,72,6,0
44,0,80,-6,42,-17,36,39,2,0
37,-1,79,3,16,0,42,63,22,0
48,0,81,0,46,-6,33,35,2,0
55,0,96,0,54,4,41,42,2,0
43,0,83,1,42,-10,39,41,2,0
45,4,81,0,44,-1,36,37,2,0
40,0,80,0,38,4,40,41,2,0
37,1,97,0,30,-25,60,66,6,0
55,0,96,0,54,4,41,42,0,0
37,0,79,0,8,-11,42,71,30,0
37,0,103,-1,24,0,66,80,14,0
48,3,88,0,46,0,40,41,2,0
38,2,77,0,36,-25,39,41,2,0
37,1,80,0,20,14,43,59,16,0
38,0,76,0,36,-30,38,39,2,0
105,0,106,3,70,0,2,36,34,1
42,1,88,6,42,0,46,47,2,0
39,-5,76,-2,-2,0,37,79,42,0
37,0,77,3,28,0,41,49,8,0
37,0,103,0,18,-7,66,85,18,0
37,0,96,0,16,-21,59,81,22,0
53,0,88,0,52,-7,35,37,2,0
37,0,76,-5,28,-8,39,47,8,0
37,0,103,0,30,6,66,72,6,0
37,0,104,-6,28,3,67,76,8,0
40,6,93,0,38,0,53,55,2,0
37,0,78,0,10,-18,41,68,26,0
41,0,76,0,42,22,35,34,0,0
43,-5,77,0,44,16,34,33,0,0
55,2,81,3,54,0,27,27,0,0
37,0,106,0,26,8,69,80,12,0
43,0,86,0,42,-5,43,45,2,0
60,0,110,-3,60,0,50,51,2,0
37,0,84,0,18,-6,47,66,18,0
49,0,95,1,50,13,47,46,0,0
53,-4,90,0,54,0,37,36,0,0
37,0,94,0,12,-12,57,81,24,0
37,0,79,0,10,-1,43,69,26,0
37,0,76,0,24,4,39,52,14,0
84,1,86,0,-2,0,3,89,86,1
107,1,108,0,70,0,1,38,38,1
37,0,95,-2,8,-30,58,87,30,0
79,0,83,0,-42,-48,4,127,124,1
79,-1,84,0,-40,14,4,125,120,1
48,-2,83,0,46,-6,35,37,2,0
37,0,79,0,10,-10,42,68,26,0
49,0,88,0,50,1,39,39,0,0
58,2,88,0,56,0,30,31,0,0
46,5,81,0,44,-24,35,37,2,0
43,-3,83,0,42,0,40,41,2,0
41,0,77,-3,42,0,36,35,0,0
37,0,76,0,36,16,40,40,0,0
37,0,108,2,34,-30,71,75,4,0
37,0,79,0,24,17,42,55,14,0
49,1,86,0,50,8,38,37,0,0
43,0,83,0,42,-14,39,41,2,0
37,0,79,1,18,28,42,61,18,0
45,0,83,0,44,-10,38,39,2,0
37,0,90,0,34,-8,53,57,4,0
37,0,80,0,30,4,43,49,6,0
45,-3,77,0,44,0,33,34,0,0
42,-1,97,4,42,0,55,56,0,0
44,3,86,-2,44,20,42,42,0,0
44,1,102,0,44,17,59,58,0,0
42,0,79,-4,42,0,36,37,2,0
57,0,96,-1,56,0,39,39,0,0
49,0,106,-1,46,-29,57,59,2,0
42,-2,81,0,42,0,38,39,2,0
48,0,86,-1,46,-1,39,40,2,0
37,0,77,0,6,-20,40,72,32,0
37,0,93,0,28,31,55,64,8,0
37,-4,80,0,34,1,43,46,4,0
44,0,78,0,44,6,34,34,0,0
41,0,84,0,38,-23,43,45,2,0
37,0,81,0,28,-14,45,53,8,0
48,0,87,-7,46,0,39,41,2,0
79,0,83,0,-28,31,4,112,108,1
53,0,87,0,52,-19,34,35,2,0
38,0,80,0,38,0,42,41,0,0
46,-5,109,3,46,0,63,63,0,0
45,0,83,0,46,8,37,36,0,0
43,5,93,0,42,0,51,52,2,0
37,-4,80,0,36,-19,43,44,2,0
49,4,86,0,46,0,38,40,2,0
37,0,77,0,20,19,41,57,16,0
53,-4,81,0,52,-19,28,29,2,0
48,-3,77,6,46,-5,28,30,2,0
38,0,79,3,38,0,41,40,0,0
46,0,76,4,46,0,30,29,0,0
37,0,105,0,16,-16,68,89,22,0
37,5,106,0,36,0,69,70,0,0
37,0,75,0,20,18,38,54,16,0
44,0,86,6,44,7,43,42,0,0
49,2,90,1,50,27,42,41,0,0
45,0,77,0,46,28,32,31,0,0
41,5,84,0,38,-17,43,45,2,0
37,-1,79,0,24,22,42,55,14,0
44,0,83,0,42,-30,40,42,2,0
52,1,81,-7,52,0,30,30,0,0
51,-1,85,0,52,0,34,33,0,0
47,4,82,0,46,0,34,35,0,0
37,-2,77,3,38,11,40,39,0,0
49,0,81,0,50,5,31,32,0,0
38,1,77,0,38,7,40,39,0,0
37,0,81,0,28,-8,45,53,8,0
56,3,86,0,54,-7,31,32,2,0
37,0,77,2,12,0,40,64,24,0
37,0,76,0,26,18,40,50,10,0
37,0,75,0,36,3,37,39,2,0
37,0,83,0,0,-4,46,83,36,0
46,0,88,0,44,-22,42,44,2,0
49,0,80,0,50,6,31,31,0,0
37,0,78,0,8,-1,41,70,30,0
41,2,85,0,42,7,44,44,0,0
49,0,95,-4,50,9,46,46,0,0
51,-2,86,0,50,-15,36,37,2,0
41,0,79,-4,42,4,38,37,0,0
42,0,84,-1,42,-2,42,43,2,0
56,0,96,0,54,24,40,42,2,0
79,3,83,0,-46,0,4,130,126,1
49,4,84,0,50,3,35,35,0,0
37,-1,97,0,34,0,61,64,2,0
44,0,77,2,42,-16,34,36,2,0
85,0,88,-88,0,0,3,88,84,1
53,0,86,0,52,-28,32,34,2,0
41,0,80,-2,38,-26,39,41,2,0
43,-1,79,0,42,-12,35,37,2,0
45,5,83,0,44,0,38,39,0,0
46,0,109,0,46,9,64,63,0,0
81,0,85,0,-42,-26,4,129,124,1
37,0,75,2,34,0,37,41,4,0
45,0,81,0,44,-19,35,37,2,0
44,0,77,0,44,2,33,33,0,0
42,-3,78,6,42,0,36,37,2,0
55,-1,83,0,56,29,28,26,0,0
49,4,84,0,50,7,35,35,0,0
44,-1,76,0,42,-27,32,34,2,0
45,0,78,-4,46,20,33,32,0,0
37,0,79,0,20,9,42,58,16,0
51,0,87,0,52,26,36,35,0,0
37,0,76,0,34,6,39,42,4,0
57,-4,81,0,56,0,24,24,0,0
56,0,96,-2,54,12,40,42,2,0
37,0,97,-6,26,-5,60,71,12,0
37,0,80,2,12,0,43,67,24,0
37,0,77,0,28,-23,40,48,8,0
37,0,80,0,6,-30,43,75,32,0
37,0,76,0,26,-13,40,50,10,0
37,0,92,0,16,9,54,76,22,0
45,0,77,0,44,-13,32,34,2,0
59,0,86,-4,56,-16,27,29,2,0
43,0,81,-7,42,-7,37,39,2,0
55,0,86,0,54,-4,30,32,2,0
37,-1,104,0,18,0,67,86,18,0
63,0,112,5,62,0,49,50,2,0
37,0,105,0,34,23,68,71,4,0
42,1,88,-2,42,0,45,46,2,0
45,1,87,0,44,-5,42,43,2,0
51,-1,88,-4,52,17,37,37,0,0
37,0,77,-1,16,0,40,62,22,0
42,1,79,0,42,0,37,37,0,0
43,0,81,0,42,0,38,39,2,0
37,0,82,0,34,9,45,48,2,0
37,0,102,0,36,3,65,66,2,0
38,0,102,0,34,-7,65,69,4,0
37,0,82,0,36,-6,45,46,2,0
49,0,107,0,46,-13,58,60,2,0
41,5,93,0,38,-14,52,55,2,0
82,0,85,0,-10,-29,3,95,92,1
53,0,77,0,54,7,25,23,0,0
47,-4,81,0,46,0,35,35,0,0
58,-4,86,0,56,0,29,30,0,0
56,1,89,0,56,15,33,32,0,0
41,0,82,-6,38,-10,41,43,2,0
52,0,80,6,52,0,28,28,0,0
37,0,106,14,28,0,69,78,8,0
45,-3,83,0,44,-11,37,39,2,0
39,0,77,3,38,0,39,39,0,0
59,-1,108,0,56,-23,49,51,2,0
46,-1,85,0,46,0,39,39,0,0
83,0,87,0,-40,4,4,128,124,1
37,0,90,0,30,13,53,59,6,0
37,0,106,0,38,25,69,67,0,0
37,0,78,2,16,0,41,63,22,0
44,-1,76,-3,44,10,32,32,0,0
44,0,77,-4,44,2,33,33,0,0
41,1,79,0,38,-27,38,41,2,0
82,1,86,0,-10,5,3,96,92,1
45,0,83,8,44,0,38,39,0,0
51,1,78,0,52,38,27,26,0,0
37,0,75,0,26,-5,38,49,10,0
48,-5,78,0,46,0,30,32,2,0
37,0,77,0,0,-5,40,77,36,0
43,0,79,2,44,22,35,35,0,0
42,-1,76,0,42,0,35,35,0,0
39,4,106,0,38,0,67,67,0,0
46,1,87,0,46,5,41,41,0,0
37,0,80,0,28,9,43,52,8,0
37,0,78,0,-4,-10,42,83,42,0
45,0,76,0,46,28,30,29,0,0
51,0,85,1,50,0,34,36,2,0
44,4,81,0,42,-14,37,39,2,0
45,1,76,2,44,0,31,32,2,0
50,0,90,7,50,0,40,41,0,0
44,0,77,0,44,7,34,34,0,0
44,2,78,0,44,11,34,34,0,0
85,0,88,-1,6,-4,3,83,80,1
80,-4,84,0,-28,0,4,112,108,1
48,-2,81,0,46,-2,33,35,2,0
37,0,81,0,28,-21,45,53,8,0
44,0,82,-2,44,19,38,38,0,0
45,0,80,-3,44,0,35,36,2,0
45,-1,81,0,44,-13,35,37,2,0
79,0,83,-4,-46,0,4,129,126,1
45,-3,76,0,46,15,30,29,0,0
48,0,85,-1,46,0,37,39,2,0
57,-3,106,-2,56,0,49,49,0,0
37,0,77,-3,8,0,40,69,28,0
55,4,81,0,54,0,25,26,2,0
53,0,81,0,52,-8,28,30,2,0
37,0,77,0,0,-4,40,77,36,0
41,-1,77,0,42,6,36,35,0,0
45,0,83,0,46,27,37,36,0,0
57,1,81,4,56,0,24,24,0,0
37,0,79,0,34,-25,43,46,2,0
37,4,82,-4,34,0,45,48,4,0
43,0,85,0,42,-20,42,44,2,0
53,-3,83,0,54,0,30,29,0,0
48,3,77,0,46,0,28,30,2,0
37,0,82,1,24,-4,45,59,14,0
37,0,77,6,26,0,40,51,10,0
51,0,84,-3,50,-1,34,35,2,0
82,5,86,5,-2,0,3,88,84,1
56,-2,92,0,56,4,36,35,0,0
44,0,81,0,44,4,38,37,0,0
57,0,88,-3,56,0,31,31,0,0
44,-4,81,-2,44,1,37,37,0,0
49,0,76,-2,46,-20,27,30,2,0
41,0,77,0,42,1,36,35,0,0
37,1,90,0,24,5,52,66,14,0
37,0,77,0,12,4,40,64,24,0
37,0,76,0,36,10,40,40,0,0
51,0,91,0,50,-12,40,42,2,0
37,0,104,-2,28,0,67,76,8,0
46,4,86,0,46,0,40,39,0,0
37,0,95,0,10,23,58,84,26,0
37,0,79,0,30,11,43,48,6,0
37,0,104,0,20,-22,67,84,16,0
52,0,78,-2,52,-3,26,26,0,0
55,0,98,0,54,31,42,44,2,0
57,1,87,1,56,0,30,30,0,0
82,1,86,0,-22,6,4,109,106,1
38,0,76,0,36,-27,38,40,2,0
53,0,82,0,52,-20,29,30,2,0
49,1,82,0,50,19,33,33,0,0
43,0,83,1,42,0,39,41,2,0
43,0,81,0,44,31,38,37,0,0
37,0,93,0,10,24,55,82,28,0
46,0,77,-1,46,-12,32,31,0,0
46,0,81,0,44,-15,35,37,2,0
45,4,81,0,44,-3,36,37,2,0
41,0,79,2,38,0,38,40,2,0
44,2,85,0,44,0,41,41,0,0
54,0,83,-2,54,0,28,28,0,0
45,-2,85,0,44,-9,40,41,2,0
37,0,104,-1,18,0,66,86,20,0
47,0,84,-4,46,0,38,38,0,0
43,-4,77,0,44,19,34,34,0,0
37,0,76,0,36,29,40,40,0,0
37,0,75,-1,20,-3,38,54,16,0
56,0,85,0,54,-5,29,31,2,0
41,0,76,-1,42,0,35,35,0,0
37,0,103,0,18,-6,66,85,18,0
37,0,78,0,0,-4,42,78,36,0
40,1,97,0,38,0,57,59,2,0
41,0,79,0,38,-5,38,40,2,0
56,-1,86,0,56,0,30,29,0,0
51,0,88,0,52,16,36,36,0,0
41,0,100,0,42,10,59,59,0,0
41,-1,81,0,42,12,41,40,0,0
37,0,77,0,10,31,40,66,26,0
51,0,83,4,50,-3,32,33,2,0
48,3,87,0,46,0,39,41,2,0
102,2,103,8,70,-21,1,33,32,1
47,2,88,1,46,0,41,41,0,0
77,2,82,5,-42,-18,5,126,122,1
45,0,82,-4,44,0,37,38,2,0
37,0,79,8,-6,0,42,86,44,0
37,-1,77,0,-2,-15,40,79,40,0
37,0,81,5,36,0,43,44,2,0
101,0,102,0,72,17,1,29,28,1
45,0,80,-4,44,0,35,36,0,0
51,0,109,0,50,-1,59,60,2,0
55,0,79,0,54,-5,23,24,2,0
37,0,109,5,34,0,72,75,4,0
55,1,91,0,56,31,35,34,0,0
56,3,86,0,56,14,31,30,0,0
41,0,76,0,38,-20,35,37,2,0
37,0,100,0,36,0,63,64,2,0
38,0,92,2,16,12,54,77,22,0
45,-1,82,0,46,19,37,35,0,0
47,0,82,-2,46,-4,34,35,0,0
37,0,106,0,24,4,69,82,14,0
37,0,79,0,26,23,42,53,10,0
51,0,87,0,50,-19,36,38,2,0
43,-1,89,0,44,24,46,45,0,0
53,0,86,0,54,28,33,32,0,0
47,1,86,0,46,0,39,39,0,0
53,0,85,0,54,12,32,31,0,0
37,0,77,0,28,6,40,48,8,0
37,-1,79,-6,20,-13,43,59,16,0
44,1,80,0,42,-17,36,39,2,0
46,1,86,0,46,12,40,39,0,0
37,0,104,0,26,-26,67,78,12,0
37,0,86,0,36,-11,49,50,2,0
83,0,86,0,-4,22,3,92,88,1
81,2,84,0,-14,-13,3,100,96,1
58,-4,108,0,56,-4,49,51,2,0
45,0,86,-1,46,30,40,39,0,0
37,0,109,1,26,0,71,83,12,0
42,3,79,2,42,0,36,37,2,0
56,-1,86,0,56,13,30,29,0,0
45,3,76,1,44,-4,31,32,2,0
59,0,86,0,56,-24,28,30,2,0
45,-3,89,3,44,0,44,45,0,0
37,0,76,0,24,28,39,53,14,0
44,0,86,8,42,-29,43,45,2,0
37,0,97,0,20,-4,60,77,16,0
44,4,86,-3,44,20,42,42,0,0
37,0,81,2,36,-18,44,45,2,0
37,0,94,0,8,-25,57,86,30,0
42,3,83,0,42,0,42,42,0,0
37,2,82,-3,36,0,45,46,0,0
38,-1,77,7,38,0,39,38,0,0
38,0,77,0,38,4,39,38,0,0
37,1,80,0,20,1,43,59,16,0
41,0,86,0,38,-16,45,47,2,0
45,0,86,0,46,9,40,39,0,0
54,2,89,0,54,0,35,35,0,0
41,0,79,7,42,7,38,38,0,0
43,-2,81,0,42,0,38,40,2,0
37,0,83,2,24,0,46,59,14,0
45,-3,84,0,44,0,39,40,0,0
55,3,86,0,54,0,32,32,0,0
37,0,106,0,30,1,69,75,6,0
56,0,81,0,54,-18,25,27,2,0
50,1,78,0,50,0,29,29,0,0
43,3,93,0,42,0,51,52,2,0
37,0,105,0,34,26,68,71,4,0
45,0,76,0,44,-1,31,32,2,0
45,-1,81,0,46,4,36,35,0,0
37,0,76,-5,36,9,40,40,0,0
44,0,79,-1,44,0,35,35,0,0
37,0,96,0,34,7,59,62,4,0
39,-1,81,-2,38,0,41,42,0,0
41,0,79,0,38,-15,39,41,2,0
37,0,75,0,18,-16,38,57,18,0
43,0,86,0,42,-11,42,44,2,0
37,0,79,0,8,-23,43,72,28,0
52,-1,88,3,52,0,36,37,0,0
55,4,83,0,54,0,28,29,2,0
51,0,87,0,52,4,36,35,0,0
44,5,79,0,44,23,35,35,0,0
37,0,104,0,18,14,66,86,20,0
43,3,78,4,42,0,35,37,2,0
42,1,77,4,42,0,35,36,2,0
43,2,80,0,42,0,37,39,2,0
37,0,77,0,18,-18,41,59,18,0
46,5,85,0,46,0,39,39,0,0
46,5,86,-1,46,9,41,40,0,0
41,0,108,5,38,-8,67,69,2,0
37,0,77,0,36,23,40,41,0,0
43,2,81,0,42,0,38,40,2,0
43,0,87,8,42,0,44,46,2,0
56,0,97,0,54,8,40,42,2,0
45,0,87,-2,44,-4,42,43,2,0
49,-2,82,0,50,12,33,33,0,0
38,3,90,0,6,-15,52,84,32,0
43,-4,86,0,44,22,42,42,0,0
43,1,76,0,42,0,33,35,2,0
52,0,87,0,50,-29,35,38,2,0
37,0,76,0,36,20,38,39,2,0
55,0,81,0,54,-9,25,26,2,0
41,0,79,2,42,8,38,38,0,0
37,0,83,0,8,-15,46,75,28,0
42,0,79,-2,42,-4,37,38,2,0
37,0,76,8,28,-10,40,48,8,0
42,5,76,0,42,0,35,35,0,0
37,0,79,0,2,-19,42,76,34,0
44,-1,79,0,44,2,35,35,0,0
56,3,92,0,56,13,36,35,0,0
41,0,86,-1,38,-15,45,47,2,0
38,4,106,0,38,1,68,67,0,0
37,-1,81,0,36,-13,43,44,2,0
53,0,86,0,52,-22,33,34,2,0
78,0,82,-3,-46,0,4,128,124,1
49,1,88,0,46,-2,39,41,2,0
49,3,85,0,50,31,36,36,0,0
80,1,84,4,-40,6,5,126,122,1
49,3,78,0,50,1,29,29,0,0
79,-5,83,0,-46,0,5,130,126,1
37,0,78,0,8,-1,42,70,28,0
53,4,86,0,54,16,33,32,0,0
44,0,85,0,44,8,41,41,0,0
46,0,86,2,44,-30,41,42,2,0
43,0,86,0,42,-13,42,44,2,0
37,0,79,0,30,4,42,48,6,0
43,0,77,5,42,0,34,35,2,0
58,0,106,-6,56,0,49,49,0,0
44,-2,82,0,44,11,38,38,0,0
55,-1,83,-4,54,0,28,28,0,0
56,-1,86,0,56,11,30,29,0,0
45,0,86,-1,46,21,40,39,0,0
49,0,88,1,50,7,39,39,0,0
37,0,77,-2,16,-5,41,62,22,0
37,0,74,0,30,-11,37,43,6,0
37,0,76,0,30,-25,40,45,6,0
37,0,79,5,-2,0,42,82,40,0
42,0,86,2,42,0,44,44,0,0
55,0,84,-5,54,0,30,30,0,0
41,0,83,-3,38,6,42,44,2,0
44,0,83,-2,44,3,39,39,0,0
51,0,83,-3,52,17,32,32,0,0
43,0,88,0,42,-7,45,47,2,0
44,5,78,0,44,15,34,34,0,0
102,0,103,0,72,23,1,31,30,1
37,0,76,0,28,-9,39,47,8,0
39,1,106,0,38,0,66,67,0,0
39,-2,83,0,38,0,45,44,0,0
38,0,102,0,38,5,64,63,0,0
46,0,90,-1,46,0,43,43,0,0
45,0,86,8,44,-2,41,42,2,0
45,-1,100,0,44,-14,54,56,2,0
85,0,88,0,6,9,3,83,80,1
41,2,78,0,42,23,37,37,0,0
39,-1,79,8,38,0,40,41,0,0
49,5,86,0,46,-11,38,40,2,0
43,1,76,4,42,0,32,34,2,0
40,0,87,3,38,0,47,48,2,0
41,0,86,-1,38,-4,45,47,2,0
51,0,86,-3,52,-3,35,35,0,0
37,0,106,0,26,26,69,80,12,0
53,0,78,2,54,15,25,24,0,0
37,0,76,10,24,0,39,53,14,0
38,1,76,0,38,15,38,37,0,0
66,0,109,0,68,11,43,42,0,0
43,0,76,0,44,22,32,32,0,0
38,0,106,0,38,14,68,67,0,0
44,3,87,1,44,7,43,43,0,0
46,0,88,0,46,15,42,41,0,0
37,-1,77,0,38,16,39,38,0,0
48,-5,86,0,46,0,38,39,2,0
46,1,81,1,44,-24,35,37,2,0
37,0,79,0,2,3,42,76,34,0
37,0,76,-4,28,2,39,47,8,0
37,0,77,-1,16,-2,41,62,22,0
44,2,81,0,42,-30,37,40,2,0
37,0,80,5,34,0,43,46,2,0
43,5,77,0,42,0,35,36,2,0
41,0,86,0,42,26,46,45,0,0
46,0,84,0,46,6,38,37,0,0
37,-1,81,-6,38,17,43,42,0,0
56,0,95,0,56,11,40,39,0,0
44,0,87,3,44,0,43,43,0,0
58,1,85,6,56,0,28,28,0,0
102,0,102,-5,70,-7,1,33,32,1
41,0,87,5,38,-3,46,48,2,0
44,-3,76,0,44,5,32,32,0,0
80,-2,84,0,-36,0,5,121,116,1
104,3,105,3,72,4,1,33,32,1
51,0,102,0,50,-22,51,53,2,0
37,0,106,5,26,0,68,80,12,0
55,0,82,0,54,9,26,28,2,0
38,-3,93,2,28,3,55,64,10,0
48,0,81,0,50,25,33,32,0,0
51,0,88,0,50,-16,36,39,2,0
37,1,77,0,36,0,40,41,0,0
44,5,86,0,44,11,43,42,0,0
37,2,77,3,36,0,40,41,0,0
39,0,77,8,38,0,38,38,0,0
56,0,86,5,56,0,30,30,0,0
42,4,86,-2,42,0,44,45,2,0
37,0,76,5,36,12,39,40,2,0
38,4,77,0,38,26,39,38,0,0
85,0,89,0,6,22,4,84,80,1
47,3,84,-4,46,0,37,38,0,0
37,0,82,0,26,-30,45,56,10,0
37,4,79,0,36,0,41,43,2,0
42,3,85,0,42,0,43,44,2,0
37,0,84,0,30,10,47,53,6,0
48,0,88,1,46,0,39,41,2,0
46,1,83,0,46,15,37,36,0,0
41,-3,81,0,38,-19,40,42,2,0
37,0,79,0,28,-22,43,51,8,0
56,0,90,0,56,10,34,33,0,0
42,0,81,0,42,315,39,40,0,0
47,0,77,-1,46,-1,31,31,0,0
73,9,77,13,-42,-8,4,121,116,1
37,0,76,0,30,11,40,45,6,0
38,0,107,3,38,0,69,68,0,0
40,0,80,-1,38,0,40,41,2,0
85,0,88,0,6,20,3,83,80,1
37,0,109,0,36,-2,71,73,2,0
45,0,87,-1,46,29,42,41,0,0
37,0,80,0,34,13,43,46,2,0
45,3,81,0,44,-2,36,37,2,0
47,0,84,-5,46,0,36,37,0,0
53,1,86,0,54,14,33,32,0,0
41,1,77,0,38,-23,36,39,2,0
46,4,86,0,46,8,40,39,0,0
51,0,88,0,52,20,37,36,0,0
46,0,79,0,46,1,34,33,0,0
39,0,80,-1,38,0,41,41,0,0
46,2,78,0,46,11,32,32,0,0
45,3,86,0,44,-1,40,42,2,0
51,0,81,0,50,-14,30,32,2,0
46,-3,89,0,46,0,43,42,0,0
43,0,83,0,44,24,39,39,0,0
38,0,107,0,36,-25,69,71,2,0
41,-2,84,0,38,-16,44,46,2,0
37,0,96,0,18,17,59,78,18,0
45,0,88,0,46,2,42,41,0,0
45,0,85,0,44,706,41,41,0,0
47,-4,77,0,46,0,30,30,0,0
37,0,76,0,34,0,39,42,2,0
47,0,90,2,46,0,44,44,0,0
37,0,79,0,36,-6,41,43,2,0
43,0,77,4,42,0,35,36,2,0
47,0,80,0,46,0,33,34,0,0
41,0,86,0,38,-17,46,48,2,0
47,0,94,4,46,0,47,48,0,0
76,5,80,0,-42,0,4,124,120,1
49,-5,77,0,50,4,29,28,0,0
48,0,80,-6,46,0,32,34,2,0
37,0,76,2,26,-25,40,50,10,0
51,5,78,0,52,20,27,26,0,0
44,0,81,-1,44,3,37,37,0,0
37,0,106,0,30,2,69,75,6,0
37,0,81,1,-2,3,44,84,40,0
37,0,81,0,12,7,45,68,24,0
40,-1,84,0,38,0,44,46,2,0
58,-2,87,0,56,0,30,30,0,0
78,2,83,3,-40,16,4,124,120,1
39,0,86,1,38,0,47,48,0,0
40,0,87,-1,38,-1,47,48,2,0
46,1,77,0,44,-22,31,33,2,0
