id;gender;age;previously_insured;vehicle_age;vehicle_damage;annual_premium;vintage;response
19062;female;21;yes;1;no;37191;125;not-interested
19063;male;25;yes;1;no;15206;44;not-interested
19064;female;57;yes;2;no;2630;296;not-interested
19065;female;27;yes;1;no;2630;239;not-interested
19066;female;36;no;2;yes;28030;139;not-interested
19067;male;25;yes;1;no;26242;205;not-interested
19068;male;21;no;1;yes;24872;229;not-interested
19069;female;27;yes;1;no;2630;56;not-interested
19070;female;45;no;3;yes;40264;17;not-interested
19071;female;23;yes;1;no;33600;15;not-interested
19072;male;62;yes;2;no;78937;52;not-interested
19073;male;54;no;3;yes;23626;75;interested
19074;male;40;yes;2;no;43267;211;not-interested
19075;male;50;no;2;yes;47077;188;not-interested
19076;female;24;yes;1;no;35336;86;not-interested
19077;female;38;no;2;yes;23078;50;interested
19078;male;44;yes;2;no;42008;99;not-interested
19079;male;24;no;1;yes;27377;153;not-interested
19080;male;64;yes;2;no;45967;117;not-interested
19081;male;41;no;2;yes;2630;231;not-interested
19082;female;68;yes;2;no;20214;116;not-interested
19083;male;20;yes;1;yes;40337;297;not-interested
19084;female;37;no;2;yes;2630;70;interested
19085;female;24;no;1;yes;2630;53;interested
19086;female;49;yes;2;no;44096;173;not-interested
19087;male;65;yes;2;no;35481;239;not-interested
19088;female;41;no;2;yes;34806;271;not-interested
19089;female;24;yes;1;no;31344;127;not-interested
19090;female;26;no;1;yes;24306;264;not-interested
19091;female;23;no;2;yes;34264;223;not-interested
19092;male;24;yes;1;no;2630;96;not-interested
19093;male;27;yes;1;no;39518;13;not-interested
19094;male;39;yes;2;yes;33845;13;not-interested
19095;female;24;yes;1;no;26032;294;not-interested
19096;female;70;yes;2;no;29837;291;not-interested
19097;female;23;yes;1;no;36784;130;not-interested
19098;male;39;no;2;yes;2630;136;interested
19099;male;23;no;1;yes;37023;67;not-interested
19100;male;21;no;1;yes;54564;139;not-interested
19101;female;24;no;1;no;2630;46;not-interested
19102;female;26;yes;1;no;38431;64;not-interested
19103;female;20;yes;1;no;69318;173;not-interested
19104;male;47;no;2;yes;34879;214;not-interested
19105;female;25;yes;1;no;30713;175;not-interested
19106;male;42;no;3;yes;51149;195;interested
19107;male;24;no;1;yes;49094;263;interested
19108;female;20;yes;1;no;36748;153;not-interested
19109;male;38;no;2;yes;2630;196;interested
19110;male;45;no;2;no;32363;155;not-interested
19111;female;60;yes;2;no;31652;105;not-interested
19112;male;53;no;2;yes;49443;136;interested
19113;male;46;yes;2;yes;50926;282;not-interested
19114;male;56;yes;2;no;2630;273;not-interested
19115;female;77;yes;2;no;35198;158;not-interested
19116;male;46;no;2;yes;2630;172;not-interested
19117;female;24;yes;1;no;24738;79;not-interested
19118;male;31;yes;1;no;30659;129;not-interested
19119;male;42;no;2;yes;33009;280;not-interested
19120;female;39;no;2;yes;45066;14;interested
19121;male;63;yes;2;no;49205;245;not-interested
19122;female;39;yes;2;no;2630;287;not-interested
19123;female;48;no;2;yes;25076;299;not-interested
19124;female;63;no;2;yes;2630;112;not-interested
19125;male;24;yes;1;yes;37508;50;not-interested
19126;male;28;no;1;yes;36934;204;interested
19127;male;73;no;3;yes;2630;266;not-interested
19128;male;44;no;2;yes;30516;52;not-interested
19129;female;24;yes;1;no;18075;19;not-interested
19130;male;77;yes;2;yes;32513;155;not-interested
19131;male;24;yes;1;yes;23917;73;not-interested
19132;female;32;yes;1;no;21595;299;not-interested
19133;female;75;no;2;yes;23965;202;not-interested
19134;female;41;no;2;yes;31565;24;not-interested
19135;male;23;yes;1;no;34929;146;not-interested
19136;female;24;yes;1;no;36929;151;not-interested
19137;male;57;no;2;yes;28756;119;not-interested
19138;male;22;yes;1;no;26974;260;not-interested
19139;female;25;yes;1;no;28482;78;not-interested
19140;male;52;yes;2;no;58508;107;not-interested
19141;male;24;yes;1;no;25765;285;not-interested
19142;female;40;no;2;no;2630;44;not-interested
19143;female;23;no;1;no;23826;262;not-interested
19144;male;40;no;2;no;26130;120;not-interested
19145;female;63;no;2;yes;31386;109;not-interested
19146;female;22;yes;1;no;35425;19;not-interested
19147;male;65;no;3;yes;37536;22;interested
19148;female;23;yes;1;no;25424;56;not-interested
19149;male;41;no;2;no;52604;204;not-interested
19150;female;57;no;2;yes;57483;214;not-interested
19151;male;49;yes;2;no;37287;173;not-interested
19152;male;43;no;2;no;48716;95;not-interested
19153;female;46;no;2;yes;32793;159;not-interested
19154;female;49;no;2;yes;41898;204;not-interested
19155;male;42;no;2;yes;24709;61;not-interested
19156;female;35;no;2;yes;33300;87;not-interested
19157;male;41;yes;2;no;34264;116;not-interested
19158;male;22;no;1;yes;25684;41;not-interested
19159;male;48;yes;2;no;2630;195;not-interested
19160;male;57;yes;2;no;50645;247;not-interested
19161;female;56;no;2;yes;2630;251;interested
19162;female;62;no;3;yes;57466;275;interested
19163;male;25;yes;1;no;50062;245;not-interested
19164;female;22;yes;1;no;30811;279;not-interested
19165;female;68;no;3;yes;34525;108;not-interested
19166;male;24;yes;1;no;2630;226;not-interested
19167;female;42;yes;2;no;29864;228;not-interested
19168;female;23;no;1;yes;24746;278;not-interested
19169;male;24;yes;1;no;36109;246;not-interested
19170;female;21;yes;1;no;29309;256;not-interested
19171;male;53;no;2;yes;51068;53;interested
19172;female;47;no;2;yes;32922;223;not-interested
19173;male;20;no;1;yes;30081;219;not-interested
19174;female;24;yes;1;no;30801;268;not-interested
19175;male;23;yes;1;no;22472;11;not-interested
19176;male;61;no;2;yes;29207;215;not-interested
19177;male;44;no;2;yes;34435;217;not-interested
19178;male;32;yes;1;no;29229;48;not-interested
19179;male;25;yes;1;no;42821;74;not-interested
19180;male;48;yes;2;no;21993;46;not-interested
19181;female;32;yes;1;no;2630;55;not-interested
19182;female;22;yes;1;no;2630;11;not-interested
19183;female;26;yes;1;no;31228;97;not-interested
19184;male;51;no;2;yes;42408;250;not-interested
19185;male;50;yes;2;no;31336;135;not-interested
19186;male;24;yes;1;no;40890;55;not-interested
19187;male;33;yes;1;no;44523;105;not-interested
19188;male;68;no;2;yes;32584;124;not-interested
19189;female;74;no;2;yes;44285;142;not-interested
19190;male;28;no;2;yes;19850;65;not-interested
19191;male;52;no;2;yes;2630;255;interested
19192;female;41;no;2;yes;2630;192;not-interested
19193;female;29;yes;1;no;27220;252;not-interested
19194;male;78;no;2;yes;24345;18;not-interested
19195;male;23;no;1;yes;38317;198;not-interested
19196;male;22;yes;1;no;27768;111;not-interested
19197;female;72;no;2;yes;26528;126;not-interested
19198;male;57;no;2;yes;41305;255;not-interested
19199;female;23;no;1;yes;43156;43;not-interested
19200;male;53;yes;2;no;2630;42;not-interested
19201;female;23;yes;1;no;26640;120;not-interested
19202;male;32;yes;2;no;33798;142;not-interested
19203;male;22;yes;1;no;77887;286;not-interested
19204;male;61;no;2;yes;57714;256;interested
19205;male;22;yes;1;no;6098;87;not-interested
19206;female;42;no;2;yes;2630;273;not-interested
19207;female;64;no;2;yes;49484;247;not-interested
19208;male;22;no;1;yes;33117;293;not-interested
19209;male;57;no;2;yes;2630;29;not-interested
19210;male;43;no;2;yes;43439;47;not-interested
19211;female;47;yes;2;no;28218;266;not-interested
19212;female;27;no;1;yes;2630;36;not-interested
19213;male;29;no;1;yes;2630;77;not-interested
19214;female;58;no;2;yes;39590;131;not-interested
19215;male;45;no;2;yes;32855;144;not-interested
19216;male;33;no;2;yes;32126;112;not-interested
19217;female;21;yes;1;no;39640;195;not-interested
19218;male;59;no;3;yes;38118;74;not-interested
19219;male;57;no;2;yes;2630;205;not-interested
19220;male;31;no;1;yes;71850;297;not-interested
19221;male;30;yes;1;no;32225;81;not-interested
19222;female;21;no;1;no;32195;35;not-interested
19223;male;48;no;2;yes;2630;261;not-interested
19224;female;23;yes;1;yes;2630;229;not-interested
19225;female;75;no;2;yes;40024;217;not-interested
19226;female;21;yes;1;no;19976;172;not-interested
19227;female;25;yes;1;no;36027;151;not-interested
19228;female;44;no;2;yes;40911;116;not-interested
19229;male;78;yes;2;no;32524;59;not-interested
19230;male;27;yes;1;no;2630;125;not-interested
19231;female;29;yes;1;no;2630;35;not-interested
19232;male;64;yes;2;no;48659;179;not-interested
19233;male;48;no;2;no;31314;204;not-interested
19234;female;23;yes;1;no;24642;69;not-interested
19235;male;52;no;2;yes;25672;296;not-interested
19236;female;22;yes;1;no;35168;129;not-interested
19237;male;49;yes;2;yes;40409;287;not-interested
19238;male;37;no;2;yes;50550;157;not-interested
19239;male;21;yes;1;no;40686;239;not-interested
19240;male;44;no;2;yes;2630;88;not-interested
19241;female;68;yes;2;no;29090;130;not-interested
19242;male;43;no;2;yes;27806;258;not-interested
19243;female;45;yes;2;no;38164;146;not-interested
19244;female;25;yes;1;no;24027;222;not-interested
19245;female;27;no;1;yes;31616;148;interested
19246;female;21;yes;1;no;35868;183;not-interested
19247;male;63;no;3;yes;32069;278;not-interested
19248;female;32;yes;1;no;24192;280;not-interested
19249;female;48;no;2;yes;45469;109;not-interested
19250;female;59;yes;2;no;41553;154;not-interested
19251;female;24;yes;1;no;68688;119;not-interested
19252;male;23;yes;1;no;2630;214;not-interested
19253;male;79;yes;2;no;42709;136;not-interested
19254;female;62;no;2;yes;2630;253;not-interested
19255;male;50;no;2;yes;2630;214;interested
19256;female;29;no;2;yes;26598;246;interested
19257;male;34;no;2;yes;35014;105;interested
19258;male;73;yes;2;yes;2630;124;not-interested
19259;female;66;yes;2;no;27727;238;not-interested
19260;female;25;yes;1;no;27271;89;not-interested
19261;female;43;yes;2;no;2630;72;not-interested
19262;male;70;yes;2;no;69262;181;not-interested
19263;male;30;yes;1;no;17588;95;not-interested
19264;male;28;yes;1;no;41796;213;not-interested
19265;female;29;no;1;no;21986;181;not-interested
19266;female;24;yes;1;no;29816;155;not-interested
19267;male;43;yes;2;no;51220;181;not-interested
19268;male;24;yes;1;no;25739;179;not-interested
19269;female;21;yes;1;no;24006;243;not-interested
19270;male;52;no;2;yes;51576;274;not-interested
19271;female;22;yes;1;no;29921;13;not-interested
19272;male;51;yes;2;no;24394;50;not-interested
19273;female;30;yes;1;no;2630;153;not-interested
19274;female;20;no;1;yes;37212;110;not-interested
19275;female;26;yes;1;no;26729;263;not-interested
19276;male;77;no;2;yes;35148;135;not-interested
19277;female;41;yes;2;no;38868;159;not-interested
19278;female;26;yes;1;no;30131;148;not-interested
19279;female;69;yes;2;no;29145;92;not-interested
19280;female;65;yes;2;no;53061;109;not-interested
19281;male;46;no;2;yes;2630;172;not-interested
19282;male;20;no;1;yes;29437;175;not-interested
19283;male;28;yes;1;no;26654;83;not-interested
19284;female;26;yes;1;no;2630;114;not-interested
19285;female;23;no;1;yes;19865;16;interested
19286;female;25;yes;1;no;35728;169;not-interested
19287;female;32;no;2;yes;24285;46;not-interested
19288;male;42;yes;2;no;36142;67;not-interested
19289;female;52;no;2;yes;58944;37;not-interested
19290;female;40;no;2;yes;36094;209;not-interested
19291;male;43;no;2;yes;2630;101;not-interested
19292;male;24;yes;1;no;33046;166;not-interested
19293;female;21;no;1;no;49376;270;not-interested
19294;female;30;no;1;yes;2630;142;not-interested
19295;male;68;no;2;yes;43655;142;not-interested
19296;female;25;no;1;yes;2630;96;not-interested
19297;female;26;no;2;yes;29765;254;not-interested
19298;male;39;no;2;yes;44400;39;not-interested
19299;female;51;yes;2;no;43631;78;not-interested
19300;male;41;no;2;yes;2630;29;not-interested
19301;male;65;no;3;yes;34148;182;interested
19302;male;58;yes;2;no;38796;226;not-interested
19303;female;42;yes;2;no;22970;93;not-interested
19304;female;30;no;2;yes;2630;160;interested
19305;male;41;yes;2;no;61771;179;not-interested
19306;male;64;no;2;yes;39044;83;not-interested
19307;male;50;no;2;yes;36715;214;not-interested
19308;female;37;no;2;yes;38838;162;not-interested
19309;female;25;yes;1;no;19291;186;not-interested
19310;male;44;yes;2;no;29961;97;not-interested
19311;female;59;no;2;yes;2630;40;not-interested
19312;male;20;no;1;yes;28543;19;not-interested
19313;male;39;no;2;no;82879;110;not-interested
19314;male;26;yes;1;no;29747;176;not-interested
19315;male;73;yes;2;no;19902;274;not-interested
19316;female;61;no;2;yes;40929;217;not-interested
19317;male;29;no;1;yes;23487;191;not-interested
19318;male;41;yes;2;no;40183;235;not-interested
19319;female;22;yes;1;no;29456;144;not-interested
19320;female;38;yes;2;no;2630;278;not-interested
19321;female;22;yes;1;no;24081;54;not-interested
19322;male;33;yes;1;no;2630;190;not-interested
19323;male;40;no;2;yes;36712;23;interested
19324;male;75;no;2;yes;29996;294;not-interested
19325;female;27;no;2;yes;39874;154;interested
19326;female;45;no;3;yes;38191;275;interested
19327;female;46;no;3;yes;32776;23;not-interested
19328;female;39;yes;2;no;30219;156;not-interested
19329;male;21;no;1;yes;31116;216;not-interested
19330;male;29;yes;1;no;22068;173;not-interested
19331;female;27;yes;1;no;27622;57;not-interested
19332;female;24;yes;1;no;23493;47;not-interested
19333;male;59;yes;2;no;30656;269;not-interested
19334;male;23;yes;1;no;31080;190;not-interested
19335;male;20;no;1;no;2630;11;not-interested
19336;female;43;yes;2;no;35004;73;not-interested
19337;male;21;yes;1;no;34832;206;not-interested
19338;female;31;no;1;yes;33880;81;interested
19339;male;42;yes;2;no;35523;67;not-interested
19340;male;24;no;1;yes;2630;231;not-interested
19341;female;34;no;2;yes;28630;118;not-interested
19342;male;49;no;2;yes;37797;218;interested
19343;female;46;no;2;yes;39022;112;not-interested
19344;female;34;yes;2;no;38296;244;not-interested
19345;female;31;no;1;yes;59174;47;interested
19346;female;39;no;2;yes;31542;170;interested
19347;male;61;no;2;yes;24041;164;not-interested
19348;female;27;yes;1;no;41993;256;not-interested
19349;female;43;yes;2;no;29229;168;not-interested
19350;male;51;no;2;yes;2630;81;not-interested
19351;female;76;yes;2;no;41789;55;not-interested
19352;male;41;yes;2;no;32283;69;not-interested
19353;female;22;yes;1;no;26080;104;not-interested
19354;male;22;no;1;yes;2630;49;not-interested
19355;male;43;no;2;yes;24849;13;not-interested
19356;female;80;no;2;yes;36758;245;not-interested
19357;female;26;yes;1;no;30844;99;not-interested
19358;male;24;yes;1;no;23678;79;not-interested
19359;male;26;yes;1;no;2630;254;not-interested
19360;male;29;no;2;yes;26782;73;interested
19361;female;62;no;2;yes;46215;113;not-interested
19362;female;61;yes;2;no;29160;287;not-interested
19363;male;36;no;2;yes;32059;143;not-interested
19364;female;24;yes;1;no;24295;195;not-interested
19365;male;22;yes;1;no;33827;113;not-interested
19366;male;26;no;1;yes;25126;63;interested
19367;female;22;yes;1;no;47099;107;not-interested
19368;female;24;yes;1;no;38327;287;not-interested
19369;male;37;yes;2;no;37606;93;not-interested
19370;male;52;no;2;yes;43425;216;not-interested
19371;male;44;no;2;yes;26154;130;not-interested
19372;male;23;yes;1;no;31180;217;not-interested
19373;female;24;yes;1;no;40268;67;not-interested
19374;male;26;yes;1;no;33353;146;not-interested
19375;male;23;no;1;yes;32119;128;interested
19376;male;62;yes;2;no;64368;279;not-interested
19377;male;54;no;2;yes;2630;228;not-interested
19378;female;20;yes;1;no;34062;41;not-interested
19379;male;42;no;2;yes;49663;93;not-interested
19380;female;49;no;2;yes;32488;254;interested
19381;female;28;yes;1;no;73196;123;not-interested
19382;male;55;yes;2;no;25170;184;not-interested
19383;male;34;no;2;yes;22520;136;not-interested
19384;male;75;yes;2;yes;58499;193;not-interested
19385;male;69;no;3;yes;64265;95;not-interested
19386;male;48;no;2;yes;2630;218;not-interested
19387;female;21;yes;1;no;27370;87;not-interested
19388;male;29;yes;1;no;62024;158;not-interested
19389;female;30;no;1;yes;2630;216;not-interested
19390;male;41;no;2;yes;40627;299;not-interested
19391;female;22;yes;1;no;28272;250;not-interested
19392;male;69;yes;2;no;2630;191;not-interested
19393;male;22;yes;1;no;24992;73;not-interested
19394;female;22;yes;1;no;38385;281;not-interested
19395;male;26;yes;1;no;36914;154;not-interested
19396;male;25;yes;1;no;43584;171;not-interested
19397;male;58;yes;2;no;32144;17;not-interested
19398;male;24;yes;1;no;30255;238;not-interested
19399;female;47;no;2;no;29825;129;not-interested
19400;female;53;no;2;yes;35858;161;interested
19401;female;46;no;2;yes;50662;118;not-interested
19402;female;24;yes;1;no;36074;286;not-interested
19403;male;64;no;2;yes;39469;227;not-interested
19404;female;58;yes;2;no;28545;197;not-interested
19405;female;20;yes;1;no;42555;172;not-interested
19406;female;45;no;2;yes;40394;45;interested
19407;female;22;yes;1;no;23647;123;not-interested
19408;female;45;no;2;no;39622;115;not-interested
19409;female;26;no;1;yes;31229;48;interested
19410;female;22;no;1;yes;2630;187;not-interested
19411;male;48;no;2;yes;25528;293;not-interested
19412;male;46;no;2;yes;29111;45;interested
19413;male;67;no;2;no;46445;195;not-interested
19414;male;55;no;2;yes;28356;232;not-interested
19415;female;57;no;2;yes;44530;209;not-interested
19416;male;24;yes;1;no;44020;215;not-interested
19417;male;53;no;2;no;60903;94;not-interested
19418;female;52;no;2;yes;44485;145;interested
19419;male;37;yes;2;no;36377;99;not-interested
19420;male;44;no;2;yes;33343;159;not-interested
19421;male;37;no;2;no;40091;170;interested
19422;male;63;no;2;yes;38627;165;interested
19423;male;54;no;2;yes;46251;139;not-interested
19424;male;81;no;2;yes;52660;121;not-interested
19425;female;43;no;2;yes;2630;248;interested
19426;male;22;no;1;yes;2630;210;not-interested
19427;female;51;no;2;yes;2630;50;not-interested
19428;female;28;yes;1;no;39901;126;not-interested
19429;female;45;no;2;yes;51136;133;not-interested
19430;male;29;yes;1;no;32410;13;not-interested
19431;female;26;yes;1;no;27372;26;not-interested
19432;male;66;yes;2;yes;2630;40;not-interested
19433;male;21;yes;1;no;36622;63;not-interested
19434;male;51;no;2;yes;31380;39;not-interested
19435;female;23;yes;1;no;25569;194;not-interested
19436;male;57;yes;2;no;35892;293;not-interested
19437;male;28;yes;1;no;2630;47;not-interested
19438;male;63;yes;2;no;60665;82;not-interested
19439;female;22;no;1;no;38094;192;not-interested
19440;male;42;no;2;yes;48519;54;not-interested
19441;male;53;yes;2;no;36218;24;not-interested
19442;female;50;no;2;yes;2630;223;not-interested
19443;female;20;yes;1;no;40928;88;not-interested
19444;male;43;yes;2;no;30113;187;not-interested
19445;male;57;no;2;yes;44027;41;not-interested
19446;female;24;yes;1;no;31778;141;not-interested
19447;female;21;yes;1;no;30862;158;not-interested
19448;female;31;yes;1;no;30168;229;not-interested
19449;female;64;yes;2;no;2630;254;not-interested
19450;female;41;no;2;yes;28559;187;not-interested
19451;male;22;no;1;yes;35772;237;not-interested
19452;female;37;yes;2;no;23575;81;not-interested
19453;female;27;yes;1;no;21848;119;not-interested
19454;male;25;yes;1;no;24901;245;not-interested
19455;male;70;yes;2;no;47008;252;not-interested
19456;male;29;yes;1;no;35836;204;not-interested
19457;male;22;yes;1;no;26514;142;not-interested
19458;male;47;no;2;yes;2630;128;not-interested
19459;female;26;yes;1;no;48165;46;not-interested
19460;female;23;yes;1;no;27140;272;not-interested
19461;female;24;yes;1;no;28761;61;not-interested
19462;female;23;yes;1;no;31486;253;not-interested
19463;female;52;no;2;yes;2630;75;not-interested
19464;male;60;yes;2;no;34175;217;not-interested
19465;male;28;no;2;yes;27191;153;interested
19466;male;47;no;2;yes;24158;160;interested
19467;female;32;no;2;yes;15187;195;interested
19468;female;26;yes;1;no;29016;170;not-interested
19469;female;66;no;2;yes;2630;117;not-interested
19470;female;21;no;1;yes;35605;113;not-interested
19471;female;27;yes;1;no;91565;261;not-interested
19472;female;24;yes;1;no;35537;198;not-interested
19473;male;67;no;2;no;61700;118;not-interested
19474;male;66;yes;2;no;2630;125;not-interested
19475;male;33;yes;1;no;20769;297;not-interested
19476;male;34;no;2;yes;25166;173;not-interested
19477;female;39;yes;2;no;30769;188;not-interested
19478;male;54;no;2;yes;38321;267;not-interested
19479;male;29;yes;2;yes;29044;91;not-interested
19480;female;28;yes;1;no;2630;224;not-interested
19481;male;78;yes;2;no;2630;136;not-interested
19482;male;25;yes;1;no;35886;48;not-interested
19483;female;24;yes;1;no;54139;182;not-interested
19484;female;22;no;1;yes;22725;100;not-interested
19485;female;41;no;2;yes;39570;160;interested
19486;male;24;yes;1;no;34907;64;not-interested
19487;male;28;no;1;no;20357;115;not-interested
19488;female;22;no;1;yes;23229;252;not-interested
19489;female;52;no;3;yes;42447;229;not-interested
19490;female;28;yes;1;no;2630;166;not-interested
19491;male;45;no;2;yes;69277;274;interested
19492;female;36;no;2;yes;33668;263;not-interested
19493;female;22;yes;1;no;2630;75;not-interested
19494;female;50;no;2;yes;42514;78;not-interested
19495;male;32;yes;1;no;37875;74;not-interested
19496;female;46;no;2;yes;38937;239;interested
19497;female;50;yes;2;no;32643;110;not-interested
19498;female;20;no;1;no;2630;117;not-interested
19499;female;47;no;2;yes;34981;126;not-interested
19500;male;42;no;2;no;28561;174;not-interested
19501;male;31;yes;1;no;21135;281;not-interested
19502;female;27;yes;1;no;25881;188;not-interested
19503;male;23;no;2;yes;43512;46;not-interested
19504;male;27;no;1;no;25076;12;not-interested
19505;female;27;yes;1;no;36794;191;not-interested
19506;male;24;no;1;yes;26603;85;not-interested
19507;male;48;no;2;yes;2630;223;interested
19508;female;26;yes;1;no;32251;119;not-interested
19509;male;76;no;2;yes;61670;162;not-interested
19510;female;40;no;2;yes;60692;121;interested
19511;male;20;no;1;no;23344;250;not-interested
19512;female;55;yes;2;no;38485;30;not-interested
19513;male;44;no;2;yes;39487;103;interested
19514;male;54;no;2;yes;25800;193;not-interested
19515;female;73;yes;2;no;34135;220;not-interested
19516;female;39;no;2;yes;33839;128;not-interested
19517;female;33;no;1;yes;2630;98;interested
19518;male;21;no;1;yes;23574;18;not-interested
19519;female;23;yes;1;no;113820;270;not-interested
19520;male;24;yes;1;no;30694;176;not-interested
19521;male;34;no;2;yes;2630;34;not-interested
19522;male;47;no;2;yes;42391;102;interested
19523;female;51;yes;2;no;43326;188;not-interested
19524;male;30;no;1;yes;2630;276;not-interested
19525;male;23;yes;1;no;41459;93;not-interested
19526;female;56;no;2;yes;36881;251;not-interested
19527;male;31;no;2;yes;2630;284;interested
19528;female;26;yes;1;no;20109;133;not-interested
19529;male;24;no;1;no;39592;15;not-interested
19530;male;23;yes;1;no;33952;35;not-interested
19531;male;49;no;3;yes;39128;91;interested
19532;male;51;no;2;yes;23089;97;not-interested
19533;female;73;no;2;yes;31553;244;not-interested
19534;female;47;no;2;yes;56369;77;interested
19535;female;75;no;2;yes;34353;257;not-interested
19536;male;55;no;2;yes;38183;209;interested
19537;male;20;no;1;yes;27012;246;not-interested
19538;female;75;no;2;yes;2630;227;not-interested
19539;male;39;yes;2;no;36304;199;not-interested
19540;male;35;no;2;no;31217;67;not-interested
19541;female;47;no;2;yes;2630;60;interested
19542;male;21;no;1;no;63591;164;not-interested
19543;male;20;no;1;no;31549;188;not-interested
19544;male;55;no;2;yes;37816;180;not-interested
19545;female;69;yes;2;no;38875;226;not-interested
19546;female;23;yes;1;no;24358;44;not-interested
19547;female;53;no;2;yes;2630;145;not-interested
19548;female;61;yes;2;no;33903;146;not-interested
19549;male;30;yes;1;no;42717;256;not-interested
19550;female;20;no;1;yes;38184;76;not-interested
19551;female;37;no;2;yes;40796;51;interested
19552;female;28;yes;1;no;46387;100;not-interested
19553;male;51;no;2;yes;40061;229;not-interested
19554;female;33;yes;2;no;29282;273;interested
19555;female;45;yes;2;no;2630;54;not-interested
19556;female;39;yes;2;no;29200;56;not-interested
19557;male;27;yes;1;no;25662;201;not-interested
19558;male;25;yes;1;no;32403;280;not-interested
19559;male;31;yes;1;no;15683;171;not-interested
19560;male;22;yes;1;no;33119;221;not-interested
19561;female;27;yes;1;no;28215;243;not-interested
19562;male;67;no;2;yes;30305;145;not-interested
19563;female;52;no;2;yes;40816;243;not-interested
19564;female;58;no;3;yes;50988;245;not-interested
19565;male;20;yes;1;yes;26662;292;not-interested
19566;female;22;yes;1;no;36884;18;not-interested
19567;female;22;yes;1;no;39109;281;not-interested
19568;female;73;yes;2;yes;38020;141;not-interested
19569;male;45;yes;2;no;25003;89;not-interested
19570;female;31;yes;1;no;40703;253;not-interested
19571;male;35;no;2;yes;22691;70;not-interested
19572;male;70;no;2;no;46779;241;not-interested
19573;male;48;no;3;yes;24057;256;interested
19574;male;23;yes;1;no;36826;232;not-interested
19575;female;75;no;2;yes;29594;176;not-interested
19576;male;45;yes;2;no;42006;285;not-interested
19577;female;21;no;1;yes;31051;185;not-interested
19578;male;42;no;2;yes;27019;99;not-interested
19579;male;50;yes;2;yes;42623;138;not-interested
19580;male;24;yes;1;no;27390;280;not-interested
19581;female;57;no;2;yes;60685;246;not-interested
19582;male;69;no;2;yes;50570;39;not-interested
19583;male;61;no;2;yes;30924;164;not-interested
19584;male;42;yes;2;yes;37183;133;not-interested
19585;female;54;no;2;no;42102;99;not-interested
19586;female;63;yes;2;no;42137;52;not-interested
19587;male;27;yes;1;no;30167;198;not-interested
19588;female;62;no;2;yes;2630;156;not-interested
19589;female;25;no;1;yes;38768;81;not-interested
19590;female;23;yes;1;no;26893;199;not-interested
19591;female;24;yes;1;no;2630;130;not-interested
19592;male;56;yes;2;no;49019;117;not-interested
19593;female;62;no;2;yes;56613;13;not-interested
19594;female;25;yes;1;no;26036;219;not-interested
19595;female;28;yes;1;no;2630;78;not-interested
19596;male;22;yes;1;no;31886;34;not-interested
19597;male;60;no;2;yes;22016;251;not-interested
19598;female;22;yes;1;no;2630;12;not-interested
19599;male;52;no;2;yes;33436;67;interested
19600;male;24;no;1;yes;2630;178;not-interested
19601;male;22;no;1;yes;51051;243;not-interested
19602;female;49;no;2;yes;28324;241;not-interested
19603;male;29;yes;1;no;32234;37;not-interested
19604;male;46;no;2;yes;37209;40;not-interested
19605;male;52;no;2;yes;26420;137;not-interested
19606;female;25;yes;1;no;33450;269;not-interested
19607;female;51;no;3;yes;2630;155;not-interested
19608;female;24;yes;1;no;26746;288;not-interested
19609;female;27;yes;1;no;37834;251;not-interested
19610;male;23;no;1;yes;35233;11;not-interested
19611;female;27;yes;1;no;47711;19;not-interested
19612;male;47;no;2;yes;19765;160;not-interested
19613;male;50;no;2;yes;33461;156;not-interested
19614;male;43;no;2;yes;30380;168;not-interested
19615;male;32;no;1;yes;42070;17;interested
19616;female;63;no;2;yes;33661;113;not-interested
19617;male;24;yes;1;no;44751;35;not-interested
19618;male;23;no;1;no;40171;204;not-interested
19619;female;22;yes;1;no;36039;123;not-interested
19620;female;26;yes;1;yes;27693;151;not-interested
19621;female;47;yes;2;no;26597;143;not-interested
19622;female;68;no;2;yes;50737;228;not-interested
19623;female;55;no;2;yes;46506;143;not-interested
19624;male;39;no;2;yes;44231;203;not-interested
19625;male;63;no;2;yes;38976;179;not-interested
19626;male;47;no;3;yes;23532;147;not-interested
19627;male;74;yes;2;no;39826;264;not-interested
19628;male;56;no;2;yes;45126;36;not-interested
19629;male;26;yes;1;no;34264;245;not-interested
19630;male;53;no;2;yes;44801;63;not-interested
19631;male;58;no;2;yes;31691;212;interested
19632;female;60;no;3;yes;35313;261;interested
19633;female;40;no;2;yes;34890;159;interested
19634;male;41;no;2;yes;31838;170;interested
19635;female;70;no;3;yes;46246;264;not-interested
19636;female;27;yes;1;no;47315;52;not-interested
19637;male;39;no;2;yes;34513;53;not-interested
19638;female;43;no;2;yes;2630;37;not-interested
19639;male;24;yes;1;yes;34218;77;not-interested
19640;female;66;no;2;yes;38892;46;not-interested
19641;female;20;no;1;yes;19569;118;not-interested
19642;male;20;yes;1;no;39433;269;not-interested
19643;male;62;no;2;yes;38467;271;interested
19644;male;24;no;1;yes;33336;84;not-interested
19645;male;21;yes;1;no;35629;107;not-interested
19646;male;51;no;2;yes;29603;62;interested
19647;male;44;yes;2;no;35524;30;not-interested
19648;female;28;yes;1;no;41707;92;not-interested
19649;female;46;no;3;yes;75479;190;not-interested
