DATE,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM
26/03/2013 07:00,188,196,28,57,1399,5,4.6,1012.6,-0.6,0,157,0.8
26/03/2013 08:00,162,183,31,57,1500,6,5.8,1012.1,-0.5,0,225,1.3
26/03/2013 09:00,192,192,41,63,1600,8,6.8,1011.6,-0.4,0,157,1.8
26/03/2013 10:00,201,219,46,71,1600,13,8.1,1011.3,0.1,0,135,1.8
26/03/2013 11:00,221,235,46,78,1600,19,9.2,1010.4,-0.2,0,180,1.5
26/03/2013 12:00,225,237,49,77,1399,32,10.6,1009.2,-1.2,0,202.5,2.6
26/03/2013 13:00,224,228,54,77,1399,45,12.2,1008.1,-2.8,0,225,4
26/03/2013 14:00,186,205,68,77,1300,62,13.2,1007.1,-2.7,0,225,2.1
26/03/2013 15:00,187,206,69,78,NA,NA,13.4,1006.1,-2.2,0,202.5,1.8
26/03/2013 16:00,NA,NA,NA,NA,NA,NA,13.5,1005.3,-2.5,0,247.5,4.2
26/03/2013 17:00,3,3,NA,NA,NA,NA,13.1,1005.2,-0.9,0,225,2.2
26/03/2013 18:00,3,3,104,97,2299,42,12.2,1005.5,-0.4,0,135,0.6
26/03/2013 19:00,3,3,104,97,NA,27.6318,11,1006.1,0.7,0,112.5,0.9
26/03/2013 20:00,220,220,77,123,2299,11,9.5,1006.5,0.6,0,112.5,1.1
26/03/2013 21:00,210,210,61,130,2100,2,10.4,1006.2,1.5,0,202.5,1.6
26/03/2013 22:00,196,196,52,116,2000,3,10.5,1005.9,2.3,0,202.5,2.3
26/03/2013 23:00,152,152,36,82,1399,15,9.4,1005.5,2.3,0,202.5,2.3
27/03/2013 00:00,128,128,25,78,1300,11,8.8,1005.1,3,0,202.5,1.2
27/03/2013 01:00,125,125,21,64,1200,18,7.9,1004.8,3.2,0,157,0.9
27/03/2013 02:00,126,126,18,58,1100,18,7.3,1004.2,4.1,0,180,1.2
27/03/2013 03:00,130,130,15,58,1100,15,6.9,1003.6,4.4,0,180,1.8
27/03/2013 04:00,130,130,14,59,1100,NA,6.7,1003.3,4.4,0,157,1.6
27/03/2013 05:00,129,129,13,57,1100,NA,7,1003.4,4.5,0,157,1.2
27/03/2013 06:00,137,137,13,55,1100,8,7.1,1004.9,4.6,0,0,1
27/03/2013 07:00,188,188,12,56,1200,6,6.9,1006,4.4,0,0,1.8
27/03/2013 08:00,211,211,20,88,2000,2,7.2,1006.6,4.3,0,45,2.5
27/03/2013 09:00,211,211,20,89,NA,NA,9.6,1006.5,5.2,0,45,1.6
27/03/2013 10:00,3,3,21,66,1500,18,12.6,1005.6,2.7,0,22.50,1.9
27/03/2013 11:00,127,127,35,68,1500,38,14.4,1005,1.3,0,45,2.6
27/03/2013 12:00,152,152,46,66,1200,62,18,1004.6,-4.1,0,337.5,4.8
27/03/2013 13:00,70,70,29,34,700,97,19.1,1004,-5.8,0,315,4.2
27/03/2013 14:00,70,72,29,34,400,107,19.3,1004.3,-7.2,0,292.5,5.5
27/03/2013 15:00,16,57,8,11,300,107,18.6,1004.8,-7.8,0,0,5
27/03/2013 16:00,13,64,7,12,NA,121.2372,17,1005.6,-11.7,0,0,3.5
27/03/2013 17:00,11,65,5,14,400,107,15.2,1007.3,-14.1,0,22.50,2.4
27/03/2013 18:00,10,47,3,16,400,107,13.4,1008.6,-16.5,0,337.5,4.5
27/03/2013 19:00,12,37,3,20,400,106,12.1,1010.5,-16.5,0,22.50,4.3
27/03/2013 20:00,16,29,4,24,400,103,11,1012.4,-16.4,0,22.50,3.4
27/03/2013 21:00,16,39,4,29,400,90,9.8,1013.8,-16.5,0,67.5,3.4
27/03/2013 22:00,13,31,4,26,400,90,8.9,1015,-17.2,0,67.5,3.3
27/03/2013 23:00,13,31,4,26,400,85,8.1,1015.7,-17.1,0,67.5,4.5
28/03/2013 00:00,10,26,3,26,400,85,7.2,1016,-16.3,0,67.5,3.1
28/03/2013 01:00,10,27,4,27,300,86,6.5,1016.4,-16.2,0,67.5,2.1
28/03/2013 02:00,6,17,3,15,300,94,5.7,1016.7,-16.2,0,45,2.6
28/03/2013 03:00,7,21,4,19,300,85,5,1016.8,-15.6,0,90,1.7
28/03/2013 04:00,7,22,4,20,300,79,3.5,1017.5,-14.7,0,67.5,0
28/03/2013 05:00,8,21,4,26,300,64,3.3,1018,-15.9,0,90,0.2
28/03/2013 06:00,14,21,4,24,400,72,4.7,1018.7,-15.8,0,0,0
28/03/2013 07:00,11,16,4,30,400,66,6.1,1019.1,-16.5,0,67.5,1
28/03/2013 08:00,12,25,6,41,400,54,6.9,1019.3,-16.5,0,22.50,1.5
28/03/2013 09:00,12,25,6,41,400,63,7.7,1019.4,-18.2,0,112.5,1.2
28/03/2013 10:00,14,30,6,33,400,71,8.8,1019.1,-17.3,0,112.5,1.4
28/03/2013 11:00,21,40,6,32,500,67,9.3,1018.6,-13.2,0,270,2
28/03/2013 12:00,18,51,7,24,400,83,10.7,1017.6,-10.8,0,315,5.5
28/03/2013 13:00,19,49,9,14,400,99,11.8,1016.3,-11.1,0,292.5,3.7
28/03/2013 14:00,12,28,7,8,300,107,12.3,1015.5,-12.1,0,247.5,3.1
28/03/2013 15:00,12,22,6,10,400,105,13,1015.2,-14.8,0,315,3.6
28/03/2013 16:00,6,12,6,10,400,107,13.5,1015,-17.6,0,292.5,3.9
28/03/2013 17:00,14,20,6,13,400,107,12.9,1014.7,-18.1,0,247.5,0.8
28/03/2013 18:00,14,20,6,13,400,102,10.4,1015.7,-6.9,0,247.5,2.3
28/03/2013 19:00,52,189,14,44,800,75,9.6,1016.8,-4.4,0,247.5,3.6
28/03/2013 20:00,93,176,18,50,1000,66,8.8,1017.6,-4.4,0,247.5,2.4
28/03/2013 21:00,108,159,22,58,1200,55,8.4,1017.9,-5.1,0,247.5,2.3
28/03/2013 22:00,104,138,25,59,1200,54,7.5,1017.8,-5.9,0,270,1.2
28/03/2013 23:00,102,139,22,62,1300,44,5.7,1017.8,-5.3,0,315,1
29/03/2013 00:00,102,142,21,83,1399,18,5.1,1018.2,-5.6,0,112.5,0.8
29/03/2013 01:00,100,149,21,96,1600,2,3.5,1018.3,-5.2,0,247.5,1.1
29/03/2013 02:00,110,155,21,89,1300,2,2.8,1018,-5.1,0,135,0.9
29/03/2013 03:00,105,152,22,97,NA,NA,3.3,1018.2,-7,0,45,1.4
29/03/2013 04:00,93,127,18,97,1100,2,2.7,1018.9,-6.2,0,22.50,0.7
29/03/2013 05:00,93,127,18,82,1200,2,2,1019.5,-6.1,0,67.5,0.6
29/03/2013 06:00,100,156,22,82,1300,2,1.8,1019.9,-4.9,0,67.5,2
29/03/2013 07:00,84,134,25,68,1800,2,3.4,1020.4,-4.6,0,90,1.8
29/03/2013 08:00,88,154,39,66,2700,7,5.7,1020.3,-5.6,0,112.5,1.7
29/03/2013 09:00,102,154,54,65,2799,16,7.8,1019.8,-7.1,0,90,2.5
29/03/2013 10:00,103,154,55,65,NA,32.9868,8.3,1019.1,-10.1,0,112.5,3.6
29/03/2013 11:00,82,103,48,52,2000,52,8.7,1018.2,-8.8,0,112.5,3.6
29/03/2013 12:00,72,115,42,43,1700,69,9,1017.6,-7.7,0,180,1.1
29/03/2013 13:00,102,152,46,58,2000,58,9.5,1016.4,-7.2,0,112.5,2.2
29/03/2013 14:00,112,138,40,62,1800,58,9.9,1015.7,-8.3,0,135,0.9
29/03/2013 15:00,102,119,34,58,1399,65,9.8,1015.6,-8.3,0,67.5,3.1
29/03/2013 16:00,92,109,30,60,1200,62,9.6,1015.5,-8.1,0,112.5,2.2
29/03/2013 17:00,76,95,27,47,1000,78,9.2,1015.7,-7.1,0,90,2.1
29/03/2013 18:00,92,130,55,77,1399,48,7.6,1016.4,-3.3,0,112.5,4.1
29/03/2013 19:00,94,133,52,78,1200,50,6.5,1017.2,-3.7,0,112.5,4.4
29/03/2013 20:00,86,226,43,81,1399,18,5.3,1018.1,-3.8,0,112.5,4.3
29/03/2013 21:00,66,114,39,54,1200,35,4.7,1018.4,-4.6,0,112.5,3.2
29/03/2013 22:00,58,102,48,54,1000,32,4.2,1018.8,-6.1,0,112.5,3.1
29/03/2013 23:00,58,81,49,62,900,17,3.9,1019.4,-7.3,0,112.5,1.5
30/03/2013 00:00,58,81,49,62,900,20,3.5,1019.5,-7.6,0,90,2.4
30/03/2013 01:00,58,72,39,53,1100,25,3.2,1019,-7,0,67.5,1.8
30/03/2013 02:00,61,79,40,54,1800,23,3.1,1018.7,-7.1,0,90,1.4
30/03/2013 03:00,69,98,43,56,2000,16,3.1,1018.7,-7.7,0,67.5,1.2
30/03/2013 04:00,71,91,60,56,2299,18,2.7,1018.4,-8.1,0,67.5,0.2
30/03/2013 05:00,73,96,69,68,2399,11,2.2,1018.8,-8.2,0,22.50,0.9
30/03/2013 06:00,72,96,67,63,2700,19,2.7,1019.1,-8.4,0,0,1.2
30/03/2013 07:00,71,116,72,72,2899,17,4.8,1019.5,-8.7,0,22.50,1.6
30/03/2013 08:00,79,140,74,72,2899,20,6.1,1019.9,-7.9,0,90,2.1
30/03/2013 09:00,82,136,78,65,2700,31,6.9,1019.7,-6.8,0,112.5,2
30/03/2013 10:00,82,132,73,52,2399,51,8.1,1019.8,-5,0,112.5,3.2
30/03/2013 11:00,82,132,73,52,2100,60,8.5,1019.2,-4.7,0,90,2.9
30/03/2013 12:00,86,122,66,41,1899,75,9.8,1018.2,-4.2,0,112.5,2.7
30/03/2013 13:00,90,118,60,39,1700,86,10.3,1017.5,-3.8,0,112.5,4.1
30/03/2013 14:00,103,132,59,39,1700,97,9.7,1017,-2,0,112.5,2.6
30/03/2013 15:00,103,132,59,39,1200,99,9.5,1016.6,-1.9,0,157,2.1
30/03/2013 16:00,90,103,34,32,900,96,9.1,1016.7,-1.3,0,135,2.9
30/03/2013 17:00,86,93,30,33,800,98,7.8,1017.2,-0.2,0,112.5,3.4
30/03/2013 18:00,77,99,23,35,700,91,7.1,1017.8,-0.4,0,135,1.5
30/03/2013 19:00,81,95,18,40,700,78,6.3,1018.7,-0.5,0,112.5,3
30/03/2013 20:00,91,99,16,42,700,67,5.5,1019.8,-0.1,0,135,2.9
30/03/2013 21:00,91,99,16,42,700,65,4.8,1019.9,0,0,135,1.7
30/03/2013 22:00,76,88,13,54,800,40,4,1020,0.3,0,180,0.7
30/03/2013 23:00,79,91,12,59,800,29,4.3,1019.8,0.6,0,135,1.7
31/03/2013 00:00,85,94,13,68,900,15,4.2,1019.9,0.7,0,135,1.3
31/03/2013 01:00,90,101,14,70,1000,8,4.3,1019.5,1,0,112.5,1.4
31/03/2013 02:00,94,103,18,67,1100,8,4.3,1019,1.5,0,90,1.7
31/03/2013 03:00,97,113,21,60,1500,13,4.3,1018.6,1.8,0,112.5,1.5
31/03/2013 04:00,108,117,20,50,1500,19,3.9,1018.3,1.4,0,90,2.1
31/03/2013 05:00,110,119,19,67,1399,4,4,1018.3,1.7,0,135,1.5
31/03/2013 06:00,124,129,18,67,1200,2,3.9,1018.3,2.1,0,112.5,1.4
31/03/2013 07:00,137,143,17,62,1300,2,4.1,1018.7,2.3,0,112.5,1.8
31/03/2013 08:00,137,143,17,62,1200,4,4.3,1018.1,2.3,0,112.5,2
31/03/2013 09:00,154,174,14,55,1300,5,4.5,1017.7,2.5,0,90,2.1
31/03/2013 10:00,154,174,14,55,1300,6,5.2,1017.1,2.7,0,90,1.4
31/03/2013 11:00,188,200,16,56,1399,9,6,1016,2.8,0,67.5,2
31/03/2013 12:00,199,216,20,60,1399,15,6.4,1014.6,2.8,0,112.5,3.6
31/03/2013 13:00,213,224,22,67,1500,20,6.1,1013.5,3.1,0,90,2.1
31/03/2013 14:00,231,251,19,72,1399,13,6.3,1012.5,2.9,0,67.5,2.1
31/03/2013 15:00,248,283,17,71,1500,10,7,1011,2.9,0,67.5,2.9
31/03/2013 16:00,239,262,20,71,1500,20,7.2,1010.9,3.2,0,45,2
31/03/2013 17:00,241,257,25,80,1500,25,6.9,1010.9,3.1,0,67.5,2
31/03/2013 18:00,241,257,25,80,1500,12,6.6,1011.1,3,0,337.5,1.1
31/03/2013 19:00,239,259,26,94,1700,2,6.4,1011.3,2.8,0,0,0.7
31/03/2013 20:00,243,246,30,96,1800,2,6.4,1011.3,2.8,0,45,1.2
31/03/2013 21:00,239,245,29,91,1700,2,6.7,1011.3,2.9,0,45,1.5
31/03/2013 22:00,245,267,25,91,1899,2,6.9,1011.2,3,0,22.50,1.3
31/03/2013 23:00,237,261,26,92,2000,2,7.3,1011,3.2,0,90,1.3
01/04/2013 00:00,242,248,35,96,2200,2,7.1,1011,3.2,0,0,1.3
01/04/2013 01:00,219,248,57,103,2700,2,6.7,1010.4,3.1,0,0,1.1
01/04/2013 02:00,250,252,62,102,2600,2,6.8,1010.6,2.9,0,337.5,1.2
01/04/2013 03:00,240,252,62,101,2799,2,7.1,1010,2.6,0,112.5,3.2
01/04/2013 04:00,240,252,62,101,3100,2,5.7,1009.5,2.2,0,90,0.9
01/04/2013 05:00,226,231,76,96,3299,2,4.5,1009.8,2.4,0,90,0
01/04/2013 06:00,226,207,76,96,3299,2,4.2,1010.3,2.7,0,225,1.2
01/04/2013 07:00,201,205,73,93,3500,4,8.9,1010.2,0.3,0,90,3
01/04/2013 08:00,138,231,64,56,2000,39,13,1010.5,-4.2,0,315,2.3
01/04/2013 09:00,13,50,26,16,400,80,12.8,1011.4,-4.4,0,292.5,6.8
01/04/2013 10:00,8,49,20,10,300,84,13.3,1012.3,-3.9,0,315,7.1
01/04/2013 11:00,17,86,26,11,400,80,14.2,1012.2,-4.6,0,22.50,4.5
01/04/2013 12:00,25,61,23,14,500,84,15.2,1012.5,-4.7,0,337.5,4.9
01/04/2013 13:00,37,67,19,12,600,106,14.3,1013.3,-2.2,0,67.5,5.1
01/04/2013 14:00,37,83,16,12,700,107,15,1013.1,-3.4,0,67.5,5.1
01/04/2013 15:00,28,93,27,26,800,99,15.7,1013.7,-4.8,0,45,3.2
01/04/2013 16:00,28,93,27,26,800,107,15.7,1014.6,-6,0,67.5,1.7
01/04/2013 17:00,20,28,12,13,700,107,14.7,1015.3,-9.4,0,337.5,5.7
01/04/2013 18:00,22,22,10,15,600,107,13.4,1016,-11.2,0,337.5,4.3
01/04/2013 19:00,21,25,7,18,500,107,12.3,1017.5,-12.1,0,337.5,0.9
01/04/2013 20:00,20,26,4,20,400,94,11.5,1018.7,-13.5,0,337.5,4.1
01/04/2013 21:00,13,17,6,28,400,80,10.8,1019.2,-15.7,0,22.50,1.9
01/04/2013 22:00,8,17,3,15,300,98,9.9,1019.3,-19.3,0,0,1.4
01/04/2013 23:00,8,8,3,15,300,101,8.5,1019.7,-18.4,0,45,1.7
02/04/2013 00:00,7,7,3,11,300,106,6.5,1019.7,-16.9,0,45,1
02/04/2013 01:00,8,14,3,20,300,89,3.4,1019.2,-13.4,0,45,0
02/04/2013 02:00,10,77,3,38,400,49,2.6,1019.1,-10.3,0,0,0
02/04/2013 03:00,10,77,15,38,NA,NA,2,1018.8,-5,0,202.5,0.4
02/04/2013 04:00,63,96,23,65,900,12,4.9,1018.4,0.1,0,247.5,1.7
02/04/2013 05:00,64,129,22,63,1600,6,4.1,1018.2,1.1,0,270,1.6
02/04/2013 06:00,122,125,21,64,1800,2,5.5,1018.1,2,0,270,2.1
02/04/2013 07:00,128,131,24,65,1899,4,7.3,1017.9,2,0,270,1.9
02/04/2013 08:00,148,156,36,66,2200,9,8.8,1017.2,1.5,0,270,2.3
02/04/2013 09:00,148,156,36,66,2299,20,10.6,1016.6,1.1,0,270,1.5
02/04/2013 10:00,165,170,46,71,NA,38.3418,12.3,1015.4,0.1,0,225,2.6
02/04/2013 11:00,156,171,59,64,1899,72,13.7,1014.1,-0.7,0,225,1.7
02/04/2013 12:00,147,162,58,57,1899,100,15.7,1012.6,-2.3,0,225,4.5
02/04/2013 13:00,144,145,49,51,1600,107,17,1011.3,-1.2,0,225,2.6
02/04/2013 14:00,142,153,45,45,1399,107,18.2,1009.9,-2.7,0,202.5,3.8
02/04/2013 15:00,122,139,38,45,1200,150,18.3,1008.7,-3.2,0,225,3.5
02/04/2013 16:00,112,168,44,46,1200,148,18,1008,-3.5,0,225,3.1
02/04/2013 17:00,131,180,54,51,1399,149,17.3,1007.7,-3.5,0,247.5,4.2
02/04/2013 18:00,131,181,55,51,1200,128,16.3,1007.5,-3.3,0,202.5,2.9
02/04/2013 19:00,106,155,43,61,1100,105,15.6,1007.7,-2.9,0,202.5,2.2
02/04/2013 20:00,106,155,43,62,1100,106,14.5,1007.8,-2.9,0,180,1.4
02/04/2013 21:00,112,156,37,63,1200,75,14.2,1007.3,-2.7,0,202.5,1.8
02/04/2013 22:00,108,141,45,77,1200,54,12,1007.4,-2.3,0,135,0.8
02/04/2013 23:00,118,176,48,84,1200,49,9.4,1007.1,-2,0,135,0
03/04/2013 00:00,118,176,48,84,1300,40,7.8,1006.4,-0.9,0,0,0
03/04/2013 01:00,135,199,39,95,1399,26,7.9,1006,-0.8,0,157,0.6
03/04/2013 02:00,135,199,39,95,1600,5,6.3,1005.8,-0.9,0,112.5,0
03/04/2013 03:00,163,248,32,135,2000,2,5.1,1005.8,-0.3,0,112.5,1.4
03/04/2013 04:00,163,248,32,135,1800,2,4.4,1005.9,-0.6,0,90,0
03/04/2013 05:00,161,232,33,130,1800,2,6.4,1006.6,-1.3,0,22.50,0.5
03/04/2013 06:00,163,242,39,123,1700,2,7.3,1007.3,-0.7,0,90,1
03/04/2013 07:00,170,261,39,114,1899,3,9.6,1007.8,-0.9,0,45,1.2
03/04/2013 08:00,168,242,45,112,1899,10,12.8,1007.9,-0.8,0,67.5,2.3
03/04/2013 09:00,168,242,44,112,NA,34.9146,15.9,1008.1,-1.2,0,90,3.9
03/04/2013 10:00,129,194,52,82,1300,68,16.7,1008.6,-0.1,0,90,3.3
03/04/2013 11:00,129,194,52,82,1300,93,17.8,1008.2,0,0,112.5,5.4
03/04/2013 12:00,170,249,56,76,1399,123,18.1,1007.8,1.1,0,135,4.2
03/04/2013 13:00,177,260,60,66,1800,147,17.5,1008,0.2,0,112.5,5.6
03/04/2013 14:00,203,316,96,95,3299,127,17,1008.2,-0.3,0,157,2.9
03/04/2013 15:00,177,320,74,62,2500,143,16.2,1008.2,-2.4,0,157,5.1
03/04/2013 16:00,122,228,57,50,1500,128,15.3,1008.8,-3.6,0,157,4.2
03/04/2013 17:00,82,158,40,40,1000,123,13.8,1009.5,-4,0,157,2.9
03/04/2013 18:00,82,158,40,40,800,116,12.8,1010,-4.8,0,157,1.1
03/04/2013 19:00,48,70,21,34,700,101,12.1,1011.1,-4.5,0,157,2.5
03/04/2013 20:00,40,62,17,34,600,89,11.2,1011.4,-4.5,0,180,2.5
03/04/2013 21:00,38,60,18,39,600,71,10.3,1012.1,-4.1,0,135,0.8
03/04/2013 22:00,38,60,18,39,600,59,9.8,1011.9,-4.6,0,157,0.6
03/04/2013 23:00,36,48,22,40,700,56,9.2,1012,-5.5,0,157,2.3
04/04/2013 00:00,36,48,22,40,1000,54,8.9,1011.9,-5,0,157,1
04/04/2013 01:00,42,56,25,43,1399,56,8.9,1011.5,-5,0,157,1.6
04/04/2013 02:00,36,54,33,37,1399,61,8.7,1011.3,-5.2,0,180,1.4
04/04/2013 03:00,45,60,51,39,1700,54,8.7,1011.3,-5.2,0,180,1.1
04/04/2013 04:00,38,50,42,33,1600,60,7.7,1010.6,-4.7,0,225,1.5
04/04/2013 05:00,38,50,42,33,1800,61,7.9,1011.1,-4.6,0,292.5,0.7
04/04/2013 06:00,46,67,42,40,1800,47,8,1011,-4.5,0,247.5,0.7
04/04/2013 07:00,63,100,69,55,2399,29,8.9,1011.3,-4.3,0,247.5,0
04/04/2013 08:00,82,139,90,66,2799,22,9.4,1011.6,-4.6,0,135,0.7
04/04/2013 09:00,83,139,90,67,NA,22.0626,9.8,1011.8,-5,0,22.50,1.2
04/04/2013 10:00,73,133,87,74,2700,24,10.4,1011.1,-4.8,0,22.50,1
04/04/2013 11:00,80,150,82,74,2700,28,10.7,1010,-4.2,0,22.50,1
04/04/2013 12:00,86,156,72,76,2600,29,11.2,1009.4,-4.9,0,90,2.6
04/04/2013 13:00,86,156,72,76,2500,40,11.4,1008.9,-4.7,0,0,1.5
04/04/2013 14:00,102,168,71,71,2600,50,10.6,1008.4,-4.3,0,22.50,3.4
04/04/2013 15:00,103,189,70,85,2500,32,8,1008.6,0.9,0,0,3.2
04/04/2013 16:00,80,187,39,73,2100,31,6.7,1009,2.6,0.5,22.50,2.5
04/04/2013 17:00,76,103,24,73,2200,30,6.3,1009.7,4.3,1,337.5,2
04/04/2013 18:00,76,103,24,73,2299,14,6.3,1010,4.5,1,0,1.3
04/04/2013 19:00,71,84,20,88,2399,11,6.3,1011,4.5,1.7,45,1
04/04/2013 20:00,96,97,22,92,2500,7,6.1,1011.4,5.1,0.9,0,2.6
04/04/2013 21:00,96,97,22,92,2500,3,6.2,1011.7,5.2,0.3,0,1.8
04/04/2013 22:00,81,91,19,86,2500,4,6.3,1012,5.4,0.2,0,0.8
04/04/2013 23:00,87,96,17,80,2399,4,6.2,1012.4,5.5,1,45,1.6
05/04/2013 00:00,87,96,17,80,2299,4,6.1,1012.5,5.5,0.4,0,1.7
05/04/2013 01:00,92,98,16,78,2299,3,6.2,1013,5.5,0.4,337.5,1.3
05/04/2013 02:00,92,94,15,74,2299,2,6.3,1012.9,5.6,0.3,337.5,1.1
05/04/2013 03:00,92,94,15,74,2200,2,6.4,1012.8,5.7,0.3,0,1
05/04/2013 04:00,111,89,13,70,2200,3,6.3,1012.3,5.7,0.7,90,1
05/04/2013 05:00,111,87,14,57,2100,14,6.2,1012.3,5.6,0,45,1.3
05/04/2013 06:00,111,92,14,57,2100,14,6.2,1012.6,5.5,0,22.50,0.9
05/04/2013 07:00,117,93,15,68,2100,7,7.5,1012.9,6.3,0,315,0.9
05/04/2013 08:00,107,78,18,53,2000,17,8.6,1013.6,6.7,0,270,2.3
05/04/2013 09:00,108,90,19,53,NA,24.8472,10.6,1013.4,6.9,0,292.5,3.3
05/04/2013 10:00,104,113,29,60,2100,24,12.9,1013.3,0.3,0,315,5.7
05/04/2013 11:00,104,113,28,59,1600,38,13.8,1013.6,-4,0,315,5.2
05/04/2013 12:00,45,45,35,26,800,64,13.3,1013.5,-4.9,0,315,4.5
05/04/2013 13:00,45,45,35,26,500,81,13.6,1013.1,-5.6,0,315,5.2
05/04/2013 14:00,14,14,13,8,400,89,13,1013.2,-4.6,0,315,6.6
05/04/2013 15:00,14,14,12,7,300,93,12,1013.5,-5.5,0,315,5.5
05/04/2013 16:00,13,29,10,8,300,87,11.3,1014.4,-5.7,0,292.5,5.5
05/04/2013 17:00,13,29,10,8,300,87,10.4,1015.2,-7.8,0,337.5,6.5
05/04/2013 18:00,13,13,8,8,300,88,9.5,1016.7,-7.7,0,315,4.1
05/04/2013 19:00,4,6,4,8,300,95,8.2,1018.7,-10.2,0,337.5,3
05/04/2013 20:00,6,11,4,8,300,96,7.5,1019.6,-11.8,0,337.5,3.9
05/04/2013 21:00,6,11,4,8,300,98,6.9,1019.4,-11.8,0,337.5,3.2
05/04/2013 22:00,13,13,3,7,300,93,6.7,1019.4,-11.5,0,337.5,4.2
05/04/2013 23:00,7,14,3,7,300,91,6.4,1019.4,-10.8,0,0,2.8
06/04/2013 00:00,6,14,3,7,300,89,5.7,1018.8,-10.1,0,337.5,2.9
06/04/2013 01:00,3,6,3,7,300,86,5.8,1018,-10.5,0,337.5,4.3
06/04/2013 02:00,3,6,3,6,300,59,5.6,1017.5,-10.7,0,0,2.3
06/04/2013 03:00,3,6,3,8,NA,NA,4.9,1017,-10.4,0,337.5,1.9
06/04/2013 04:00,3,6,3,10,200,75,3,1016.8,-9.6,0,45,0.8
06/04/2013 05:00,3,6,3,24,300,64,0.9,1016.8,-7.9,0,112.5,0.6
06/04/2013 06:00,3,6,4,24,500,44,3.4,1016.9,-5.3,0,112.5,0.5
06/04/2013 07:00,10,16,6,35,500,40,7,1016.7,-10.3,0,337.5,3.5
06/04/2013 08:00,15,22,8,40,500,58,8.3,1016.2,-11.1,0,315,2.6
06/04/2013 09:00,14,16,10,30,400,65,10.1,1015.8,-9.1,0,315,3
06/04/2013 10:00,14,18,11,22,400,76,10.8,1014.8,-10.1,0,337.5,4.1
06/04/2013 11:00,13,16,8,18,300,89,11.4,1013.3,-10.8,0,315,5.6
06/04/2013 12:00,11,12,6,12,300,95,12.7,1012.1,-9.1,0,22.50,1.3
06/04/2013 13:00,9,11,7,8,300,95,14,1010.7,-11.5,0,315,4.8
06/04/2013 14:00,3,10,7,9,300,96,14.5,1009.6,-12.7,0,315,5.8
06/04/2013 15:00,6,10,8,11,300,104,15,1008.8,-11.5,0,315,2.6
06/04/2013 16:00,6,13,6,9,300,106,14.7,1008,-13.5,0,337.5,4
06/04/2013 17:00,5,13,5,10,300,110,13.2,1007.5,-11.4,0,112.5,3
06/04/2013 18:00,4,13,5,9,300,101,12.2,1007.6,-11.5,0,157,1.8
06/04/2013 19:00,20,24,6,14,400,84,11,1007.9,-10.5,0,157,0.9
06/04/2013 20:00,20,53,6,28,600,50,11.1,1008.4,-11.1,0,202.5,1.8
06/04/2013 21:00,35,71,7,44,500,62,10.9,1008.2,-11.2,0,202.5,3.4
06/04/2013 22:00,35,71,7,44,500,69,10.3,1007.9,-10,0,202.5,2.1
06/04/2013 23:00,28,47,12,34,500,60,9.2,1007.6,-9.3,0,180,1.8
07/04/2013 00:00,34,63,11,38,600,45,8.4,1007.1,-9.1,0,202.5,1.8
07/04/2013 01:00,47,73,14,47,600,39,7.8,1006.4,-8.7,0,202.5,2.4
07/04/2013 02:00,57,87,24,47,600,27,5.1,1006.1,-6.8,0,112.5,1.4
07/04/2013 03:00,60,82,14,50,600,24,5.1,1006.2,-5.9,0,90,2.2
07/04/2013 04:00,60,82,14,50,600,22,2.5,1006.7,-3,0,90,1.9
07/04/2013 05:00,59,76,15,55,1200,5,2.1,1006.8,-2.8,0,90,1.6
07/04/2013 06:00,72,120,20,70,2899,2,3.2,1007.2,-3.2,0,90,2.4
07/04/2013 07:00,90,150,20,68,2100,7,4.9,1007.2,-2.5,0,90,2.3
07/04/2013 08:00,74,96,17,59,1800,19,6.6,1006.7,-2.3,0,112.5,1.9
07/04/2013 09:00,67,94,21,53,1600,32,8.2,1005.8,-2.8,0,112.5,3.3
07/04/2013 10:00,65,93,26,50,1500,39,9.7,1005.1,-2.3,0,135,2
07/04/2013 11:00,73,103,31,52,1300,50,11.5,1003.8,0,0,337.5,1.1
07/04/2013 12:00,89,115,42,52,1300,57,13.3,1002.6,-4.4,0,180,2.1
07/04/2013 13:00,97,100,46,56,1200,66,14.2,1001.3,-5.1,0,202.5,1.7
07/04/2013 14:00,83,101,59,57,1300,82,15.5,1000.2,-5,0,202.5,1.9
07/04/2013 15:00,117,131,62,58,1399,98,16.3,999.4,-3.8,0,180,1.5
07/04/2013 16:00,132,140,64,60,1300,106,13.1,998.4,-0.6,0,112.5,4.8
07/04/2013 17:00,110,178,57,65,1100,85,12.2,999,-1.4,0,112.5,4.7
07/04/2013 18:00,84,141,43,80,1100,54,12,1001.6,-1.9,0,67.5,2.1
07/04/2013 19:00,85,130,44,77,1100,55,11.1,1002.2,-2.4,0,90,2.6
07/04/2013 20:00,93,120,48,73,1000,53,10.9,1003.9,-2.5,0,90,1
07/04/2013 21:00,89,128,52,70,1399,50,10.3,1004.9,2.9,0.1,0,4.4
07/04/2013 22:00,90,190,41,69,1200,46,9.5,1004,2.8,0,45,0.8
07/04/2013 23:00,90,190,41,69,800,57,8.7,1003.8,2.7,0,45,0.1
