Tom has two girlfriends.	Tom tiene dos novias.
Tom doesn't seem to be babbling.	Tom no parece estar chismorreando.
Tom fell.	Tom se cayo.
The cake was all eaten up before I got home.	Para cuando llegue a casa ya se habian terminado la tarta.
I don't like being treated like a child.	No me gusta que me traten como a un nino.
I was surprised to hear her voice in the next room.	Me sorprendio oir su voz en la habitacion de al lado.
Let's end this fast.	Terminemos esto rapido.
Don't judge by appearances.	No juzgues por las apariencias.
I truly doubt it.	De verdad lo dudo.
She accepted his offer.	Ella acepto su propuesta.
I have a pain in my chest.	Tengo dolores en el pecho.
Tom knows who crashed into Mary's car.	Tom sabe quien choco contra el coche de Mary.
Tom says that he'll pick Mary up at 2:30.	Tom dice que va a pasar a buscar a Mary a las 2:30.
Have you seen a brown wallet around here?	¿Has visto por aqui una cartera marron?
Tom got a new pair of glasses.	Tom obtuvo unos lentes nuevos.
It might snow this evening.	Puede que nieve esta tarde.
Tom stood by himself next to the lamppost.	Tom estaba parado solito junto al poste de luz.
Leave Tom.	Dejalo a Tomas.
You don't look like your dad.	Ustedes no se parecen a su padre.
I need a cab.	Necesito un taxi.
One thing that won't change is how much I love you.	Una cosa que no cambiara es todo lo que te amo.
They agreed on everything.	Estuvieron de acuerdo en todo.
We are calling the police.	Estamos llamando a la Policia.
Don't make me ask you again.	No me hagas preguntartelo otra vez.
I'm sure that you will succeed.	Estoy segura de que lo lograras.
Tom, Mary and John were all there.	Tom, Mary y John estaban todos alli.
I forgot about that.	Se me olvido.
Tom licked his fingers.	Tomas se chupo los dedos.
Tom might get lost.	Tom quizas podria perderse.
Hurry up. You'll be late for school.	Apurate. Vas a llegar tarde a la escuela.
Come along with us.	Vengan con nosotras.
She wants to buy her boyfriend a present.	Ella quiere comprarle un regalo a su novio.
Two seats remained vacant.	Quedaban dos asientos libres.
My wife is preparing dinner right now.	Mi esposa esta preparando la cena ahora mismo.
I like bright colors.	Me gustan los colores brillantes.
Don't worry about my dog. He won't do you any harm.	No te preocupes por mi perro. No te hara ningun dano.
The mailman comes around every three days.	El cartero pasa cada tres dias.
She has some money of her own.	Ella tiene algun dinero propio.
We will talk to her before she leaves the office.	Hablaremos con ella antes de que deje la oficina.
All is quiet.	Todo esta en silencio.
Tom is Mary's long-time boyfriend.	Tom es el antiguo novio de Mary.
Are you in a rush?	¿Vas apresurado?
We're not interested.	No estamos interesados.
Are all the doors locked?	¿Todas las puertas estan cerradas con llave?
This is my plan.	Este es mi plan.
Tom sprained his ankle.	Tom se torcio el tobillo.
I need to know what you know.	Necesito saber que sabes.
Tom saw Mary yesterday.	Tom vio a Maria ayer.
That's them.	Son ellos.
I want a box three times as large as this.	Quiero una caja que sea el triple de grande que esta.
Everything is clear.	Todo esta claro.
She was asked to give him some money.	Le pidieron que le diera algo de dinero.
I wouldn't be too surprised if this song became a hit.	No me sorprenderia demasiado si esta cancion se volviera un exito.
There are errors in this phone bill.	Hay problemas en esta cuenta de telefono.
Don't expose it to the rain.	No lo expongas a la lluvia.
I'll forgive you just this once.	Te perdonare solo esta vez.
Did Tom tell you about what he and Mary did last weekend?	¿Te conto Tom lo que el y Mary hicieron el fin de semana pasado?
You're free to leave.	Eres libre de marcharte.
I searched my pockets for the wallet.	Busque la billetera en mis bolsillos.
They cheated me.	Me enganaron.
I want a puppy.	Quiero un perrito.
I guess I can't blame you after last night.	Supongo que no puedo culparte despues de lo de anoche.
She is writing a new book this year.	Esta escribiendo un libro este ano.
He knows how to interrogate people.	El sabe como interrogar a las personas.
I have no idea what you mean.	No tengo idea de que te refieres.
I don't recognize any of the people in the picture.	No reconozco a ninguno de los que aparecen en la foto.
Tom isn't a good worker.	Tomas no es un buen trabajador.
Nobody cares for me.	A nadie le importo.
I'd like to talk to one of your guests.	Quisiera hablar con uno de sus invitados.
I don't exercise a lot these days.	Yo no me ejercito mucho estos dias.
Tom gave Mary a mischievous smile.	Tom le echo a Mary una maliciosa sonrisa.
I can't work with Tom.	No puedo trabajar con Tom.
Why are you in such a bad mood this evening?	¿Por que estas de tan mal humor esta tarde?
I'm sure you're very busy.	Estoy seguro de que estas muy ocupado.
What do you learn English for?	¿Para que aprendes ingles?
Why is everyone looking at me?	¿Por que me mira todo el mundo?
It is true that she teaches French at school.	Es verdad que ella ensena frances en la escuela.
Can I go next?	¿Puedo ser el siguiente?
Tom loves sports events.	Tom ama los eventos deportivos.
My savings are so small that they won't last much longer.	Mis ahorros son tan poco que no duraran mucho mas.
I caught a big fish yesterday.	Atrape un gran pez ayer.
I thought we would have breakfast together.	Pense que desayunariamos juntos.
I let in the cat.	Deje entrar al gato.
It's not a joke.	No es ninguna broma.
When do I get paid?	¿Cuando voy a cobrar?
Tell me you love me.	Dime que me quieres.
I was able to find out his address.	Pude averiguar su direccion.
Fatal errors arise from carelessness.	Errores fatales surgen de la falta de atencion.
I had hardly left home when it began raining.	Apenas habia salido cuando empezo a llover.
Stop patronizing me.	Deja de condescender conmigo.
Write Tom.	Escribe a Tom.
Where are my sunglasses?	¿Donde estan mis lentes de sol?
They turned against Germany.	Ellos se pusieron en contra de Alemania.
What was it that you wanted?	¿Que querias?
Men make houses, women make homes.	Los hombres construyen casas, las mujeres construyen hogares.
I like noodles.	Me gustan los fideos.
Tom had no other choice than to help Mary clean out the stable.	Tom no tuvo mas alternativa que ayudar a Mary a limpiar el establo.
It's on the house.	Invita la casa.
She decided not to attend the meeting.	Ella decidio no asistir a la reunion.
He ran.	El corrio.
You should go to see him.	Deberias ir a verle.
You should be ashamed of your ignorance.	Deberias estar avergonzado de tu ignorancia.
I made several mistakes in the exam.	Cometi algunos errores en el examen.
Send him in.	Mandenlo adentro.
I've done my part.	Ya hice mi parte.
I bought a hybrid.	Compre un hibrido.
Tom can't even write his own name.	Tom no puede escribir ni su propio nombre.
Maybe I should study French.	Quizas deberia estudiar frances.
They're wonderful.	Son maravillosos.
When can I visit you?	¿Cuando puedo visitarlos?
I'm certainly glad to see you.	Celebro mucho verle a usted.
Tom isn't accustomed to walking barefooted.	Tom no esta acostumbrado a caminar a pie descalzo.
I'm used to staying up late.	Estoy acostumbrado a quedarme hasta tarde.
He came early, as he had been asked to do.	Vino temprano, como se le habia pedido.
I cannot follow you.	No puedo seguirte.
What do you mean?	¿Que quiere decir?
The parcel will be kept at the post office until you call for it.	El paquete sera guardado en la oficina de correos hasta que pases a recogerlo.
Here's where they usually have dinner.	Es aqui donde suelen cenar.
That was unexpected.	Fue inesperado.
He's a gentleman.	El es un caballero.
What are your intentions?	¿Cuales son sus intenciones?
Kids like to play.	A los chicos les gusta jugar.
The bowl was perfectly round.	El cuenco era perfectamente redondo.
I assure you Tom will be perfectly safe.	Le aseguro que Tom estara perfectamente a salvo.
He's got terrible handwriting.	Tiene una letra terrible.
He paid no attention to what she said.	No le puso atencion a lo que ella dijo.
I saw Tom with Mary.	Vi a Tom con Mary.
Who does Tom work for?	¿Para quien trabaja Tom?
My grandmother had been sick for a week when I visited her.	Mi abuela habia estado enferma por una semana cuando la visite.
Do you want to know what I would say?	¿Quieres saber lo que yo diria?
Her garden is a work of art.	Su jardin es una obra de arte.
Seize the moment.	Coge el momento.
Read your statement before you sign it.	Lea su declaracion antes de firmarla.
His creditors are after him.	Sus acreedores lo estan buscando.
Tom said he'd be busy on Monday.	Tom dijo que estaria liado el lunes.
Tom doesn't like to speak French.	A Tom no le gusta hablar en frances.
Are you sure you don't want to go?	¿Estas seguro de que no quieres ir?
Tom got engaged to Mary.	Tom se comprometio con Mary.
He insulted our team.	Insulto a nuestro equipo.
She is gentle.	Ella es amable.
He lived alone in the forest.	El vivia solo en el bosque.
I was born and raised in Boston.	Naci y creci en Boston.
She visited him in Boston.	Ella lo visito en Boston.
I don't think you know anything.	No creo que sepas nada.
My shoelaces came undone.	Se me desataron los cordones.
Some day we'll take a trip to India.	Algun dia haremos un viaje a la India.
I want to have a little chat with you about Tom.	Quiero tener una pequena charla contigo sobre Tom.
My cat killed a squirrel.	Mi gato mato una ardilla.
Write your full name.	Escriba su nombre y apellidos.
The wound is healing.	La herida se esta curando.
Are you still at home?	¿Todavia estan en casa?
Does your country have nuclear weapons?	¿Tu pais tiene armas nucleares?
I don't want to go to the hospital.	No quiero ir al hospital.
Are you doing what you think is right?	¿Estas haciendo lo que crees que es correcto?
His wife is one of my friends.	Su esposa es una de mis amigas.
I have a bicycle.	Tengo una bicicleta.
Can you explain it to me?	¿Me lo podria explicar?
He died recently.	El murio recientemente.
They never tell a lie.	Ellos no mienten nunca.
Would you mind if I drank the rest of the milk?	¿Te importaria si me tomo el resto de la leche?
Fossil fuels won't be available forever.	Los combustibles fosiles no estaran disponibles para siempre.
I arrived at Narita the day before yesterday.	Llegue anteayer a Narita.
This book is small.	Este libro es pequeno.
I enjoy sipping on a margarita with salt around the rim.	Me gusta tomar a sorbos un margarita con sal al borde del vaso.
I'm trying to figure out a solution.	Estoy pensando en una solucion.
There used to be a castle on the hill.	Antes habia un castillo en la colina.
Give me a full glass of water.	Deme usted un vaso lleno de agua.
As soon as she saw me, she started to cry.	En cuanto me vio, ella empezo a llorar.
The dog was so clever that he seemed almost human.	El perro era tan inteligente que casi parecia humano.
The weather was very good today.	Hoy hace muy buen tiempo.
Which did you eat, fish or meat?	¿Que comiste, pescado o carne?
He has a black shirt.	Tiene una camisa negra.
It may break.	Puede que se rompa.
I do as little as I can to get by.	Hago lo minimo que puedo para salir adelante.
Tom found a four-leaf clover.	Tom encontro un trebol de cuatro hojas.
His grandfather died of cancer a year ago.	Su abuelo murio de cancer hace un ano.
What year were you born?	¿En que ano naciste?
My house is small.	Mi casa es pequena.
Tell me what Tom said.	Cuentame lo que dijo Tom.
Are you the new nanny?	¿Eres la nana nueva?
Tom checked his wallet to see how much money he had.	Tom reviso su billetera para comprobar cuanto dinero tenia.
Is it true that you built this house by yourself?	¿Es verdad que tu construiste esta casa tu solo?
I want this building for a garage.	Quiero este edificio para un garaje.
I was told you were reliable.	Me dijeron que eras de fiar.
They like to wear bright colors.	A ellos les gusta vestir colores claros.
I don't like men like him.	No me gustan los hombres como el.
I'm unnecessary here.	Estoy de mas.
I heard some students complain about the homework.	Escuche a algunos alumnos quejarse por la tarea.
This chemical will prevent germs from breeding.	Este producto quimico evitara que los germenes se reproduzcan.
Tom is never on time.	Tom no llega nunca a tiempo.
I want an apology.	Quiero una disculpa.
Going out in this rain is out of the question.	Ni pensar en salir en esta lluvia.
I need a taxi to the airport.	Necesito un taxi que vaya al aeropuerto.
What sorts of weapons did they have?	¿Que clase de armas tenian?
What you are is more important than what you have.	Es mas importante lo que eres que lo que tienes.
She likes to walk with me.	Le gusta andar conmigo.
She tore the letter into a thousand pieces.	Ella rompio la carta en mil pedazos.
He came to see me.	Vino a verme.
There was a cat on the table.	Sobre la mesa habia un gato.
This work doesn't pay.	Este trabajo no paga.
I'm just having fun.	Solo me estoy divirtiendo.
I'm not a spy.	No soy espia.
The actress is studying her role.	La actriz esta estudiando su papel.
How long will you stay in Kyoto?	¿Cuanto tiempo te vas a quedar en Kioto?
The frame of the house should be finished in a day or two.	El armazon de la casa deberia acabarse en uno o dos dias.
I feel bad about what I said.	Me siento mal por lo que dije.
He cut down a tree in the garden.	El tumbo un arbol en el jardin.
He was way behind on his rent. As a result, he was evicted from his apartment.	El iba muy retrasado con el pago del alquiler. Como consecuencia, lo desahuciaron del apartamento.
I'm worried about everybody.	Estoy preocupada por todos.
Don't be afraid to ask questions.	No tengais miedo de hacer preguntas.
Will you glance through this report?	¿Le echaras un vistazo a este reporte?
How long do you plan on staying here?	¿Cuanto tiempo piensas quedarte aqui?
I can't remember where I hid my money.	No puedo recordar donde escondi mi dinero.
The difference is substantial.	La diferencia es sustancial.
He got lost on his way here.	El se perdio cuando se dirigia hacia aqui.
I did it out of curiosity.	Lo hice por curiosidad.
He accomplishes whatever he sets out to do.	El consigue todo lo que se propone hacer.
He was wounded in the battle.	Fue herido en la batalla.
I hear that his father is in another country.	Oi que su padre esta en otro pais.
None of Tom's relatives came to his funeral.	Ninguno de los familiares de Tom vinieron a su funeral.
I'm proud to be working on this project.	Estoy orgulloso de estar trabajando en este proyecto.
Tom gets along very well with Mary.	Tom se lleva muy bien con Mary.
Tom blew up the bridge.	Tom volo el puente.
Play outside instead of watching TV.	Ve a jugar afuera en vez de ver la tele.
I hope you haven't been bothering Tom.	Espero que no hayas estado molestando a Tom.
You are fantastic.	Eres fantastico.
I have the whole day free.	Tengo el dia entero libre.
What would I do without you?	¿Que haria yo sin vosotros?
I have to go home now.	Ahora me tengo que ir a casa.
Do you need to leave today?	¿Es necesario que te marches hoy?
How many people did you invite to your wedding?	¿A cuanta gente invitaste a tu boda?
I think it's time for me to leave.	Creo que es hora de que me vaya.
Will you really come?	¿De verdad vendras?
Tom doesn't believe anything Mary says.	Tom no cree nada de lo que Mary diga.
She is still a girl.	Aun es una nina.
The pain went away because I took the pills.	El dolor desaparecio porque me tome las pastillas.
Tom thinks Mary is interested in John.	Tom cree que Mary se interesa por John.
Tom used to be demanding.	Tom era muy pedigueno.
I eat cheese.	Yo como queso.
Is it still raining?	¿Sigue lloviendo?
Tom cleaned out his bedroom closet.	Tom limpio el armario en su dormitorio.
They were dead.	Estaban muertos.
I can't read French, let alone speak it.	No puedo leer en frances, mucho menos hablar.
Do you know whether or not she can speak English?	¿Sabes si acaso ella puede hablar ingles?
I can't leave yet.	No puedo irme todavia.
Suddenly, all the lights went out.	De repente se apagaron todas las luces.
Don't you want to know where it's from?	¿No quieres saber de donde viene?
The door won't budge.	La puerta no se movera.
I owe my success to her help.	Yo le debo mi exito a su ayuda.
Tom has a friend whose father is an astronaut.	Tom tiene un amigo cuyo padre es un astronauta.
Is it really bad?	¿Es muy grave?
Your jacket and tie don't go together.	Tu chaqueta y tu corbata no combinan.
First, let's talk about what Tom did.	En primer lugar, hablemos de lo que Tom hizo.
Tom took the job that Mary offered him.	Tom acepto el trabajo que le ofrecio Mary.
It'll take some time, but eventually Tom will be able to walk again.	Llevara algun tiempo, pero eventualmente Tom podra caminar nuevamente.
Your house is nicer than mine.	Tu casa es mas bonita que la mia.
An immense monument was erected in honor of the noble patriot.	Un enorme monumento fue erigido en honor al noble patriota.
I still don't understand what you want from me.	Todavia no entiendo que quieres de mi.
That knot's loose.	Ese nudo esta flojo.
It's not funny.	No es gracioso.
Let's have dinner.	Cenemos.
What should I do in a situation like this?	¿Que debo hacer en una situacion como esta?
I'm very optimistic.	Soy muy optimista.
I'm late.	Llego tarde.
I don't want something like this to happen.	No quiero que pase algo asi.
You don't have to come here every day.	No hace falta que vengas aqui todos los dias.
She has broken the toaster again.	Ella echo a perder el tostador otra vez.
Tom and I grew up together.	Tom y yo crecimos juntos.
He took a big risk.	El corrio un gran riesgo.
I don't have money.	No tengo dinero.
Having a slight cold, I went to bed early.	Como estaba un poco resfriado, me fui a la cama pronto.
Tom really knows how to have a good time.	Tom si que sabe como pasarla bien.
You made an error.	Has cometido un error.
I would like to sit in the non-smoking section.	Pongame en la seccion de no-fumadores, por favor.
I want to ask a favor of you.	Quiero pedirte una gauchada.
I need a vacation.	Necesito unas vacaciones.
He often goes off on wild goose chases.	El a menudo se embarca en metas imposibles.
What is your favorite TV program?	¿Que programa de television te gusta mas?
Do your homework now.	Haz tu tarea ya.
You should take off your coat.	Deberias quitarte tu abrigo.
I regret eating those oysters.	Me arrepiento de haber comido aquellas ostras.
The war had lasted four years.	La guerra habia durado cuatro anos.
There's no mail in the mailbox.	No hay ningun correo en el buzon.
That's probably not good.	Probablemente eso no sea bueno.
He got rich quickly.	Se enriquecio de repente.
Don't keep me waiting.	No me dejes esperando.
Frankly, I don't like him.	Sinceramente, no me gusta.
I wish to speak to Tom.	Deseo hablar con Tom.
He turned traitor.	Se convirtio en un traidor.
His wife's second cousin was a member of the Jewish ruling council.	El primo segundo de su esposa era miembro del consejo de Gobierno judio.
What do you want to do in the future?	¿Que queres hacer en el futuro?
I think the bus will arrive soon.	Creo que al autobus llegara pronto.
The baby needs its mother.	El bebe necesita a su madre.
I must have caught a cold.	Debo haberme cogido un resfriado.
The dogs were happy.	Los perros eran felices.
You're a good role model, Tom.	Eres un buen modelo a seguir, Tom.
One out of three people in this city owns a car.	Una de cada tres personas en esta ciudad posee un coche.
How humiliating!	¡Que humillante!
Written in easy English, this book is suitable for beginners.	Escrito con un ingles sencillo, este libro es adecuado para principiantes.
There's someone trapped in the car.	Hay alguien atrapado en el coche.
If he isn't ill, I think he will come.	Si no esta enfermo, creo que vendra.
He did not like to travel.	A el no le gustaba viajar.
What are they?	¿Ellos que son?
Tom will arrive soon.	Tom llegara pronto.
Unfortunately, we don't have what you want.	Desafortunadamente, no tenemos lo que quereis.
Both of my parents can speak French.	Mis padres saben hablar frances.
The doctor told Tom that he only had six months to live.	El doctor le dijo a Tom que solo tenia seis meses de vida.
I hate mowing the lawn.	Detesto cortar el cesped.
I couldn't run fast enough to keep up with them.	No pude correr lo suficientemente rapido para seguirles el ritmo.
He accumulated a large fortune.	El acumulo una gran fortuna.
I want Tom to win the election.	Quiero que Tom gane las elecciones.
I thought chances of Tom not noticing what Mary was doing were pretty slim.	Yo pense que las chances de que Tom no notara lo que Mary hacia eran infimas.
I've lived in China for six months.	He vivido en China durante seis meses.
He wrote a lot of books on China.	El escribio muchos libros acerca de China.
I was wondering if you'd let me stay with you for a few days.	Me preguntaba si me dejarias quedarme contigo un par de dias.
The group was made up of four young men.	El grupo estaba compuesto por cuatro jovenes varones.
Don't worry about your work.	No te preocupes por tu trabajo.
What kind of plant is it?	¿Que clase de planta es?
She wrote down something in her notebook.	Ella escribio algo en su cuaderno.
A wrench is a commonly used tool.	Una llave es una herramienta habitual.
The bank refused to grant me the loan.	El banco se nego a concederme el prestamo.
The last train has already gone.	El ultimo tren ya se ha ido.
Tom graduated from Harvard business school last year.	Tomas se graduo de la escuela de negocios de Harvard.
We want to talk with Tom.	Queremos hablar con Tomas.
I chose last time. You choose this time.	Yo elegi la ultima vez. Tu escoges esta.
The population of this country is smaller than that of the United States.	La poblacion de este pais es mas pequena que la de Estados Unidos.
Learn what you can.	Aprende lo que puedas.
Tom's funny.	Tom es alegre.
The car battery is dead.	La bateria del auto esta muerta.
Tom is sweating.	Tom esta sudando.
Tom wanted to talk to you.	Tom queria hablar contigo.
I was doing some shopping downtown.	Estaba haciendo algunas compras en el centro.
I'm proud of my father being a good cook.	Estoy orgulloso de que mi padre sea un buen cocinero.
She has a picture.	Ella tiene una fotografia.
She was sure the man was telling a lie.	Ella estaba segura que el hombre estaba diciendole una mentira.
I am very sad today.	Hoy estoy muy triste.
We all die in the end.	En ultima instancia todos nosotros moriremos.
I know where Tom works.	Yo se donde trabaja Tom.
Tom and Mary aren't talking to each other anymore.	Tom y Mary no se hablan mas.
It wasn't my idea.	Eso no fue idea mia.
I don't know what the answer is.	No se cual es la respuesta.
I have to go shopping. I'll be back in an hour.	Tengo que ir de compras, estare de vuelta en una hora.
I'm faithful to my wife.	Soy fiel a mi esposa.
That's between Tom and me.	Eso es entre Tom y yo.
It was like a dream.	Era como si estuviese sonando.
Without the sun, we couldn't live on the earth.	Sin el sol no podriamos vivir en la tierra.
Her salary is very high.	Su salario es muy alto.
She was asked to help him paint the house.	Le pidieron que le ayudara a el a pintar la casa.
Is there any evidence that supports his position?	¿Hay alguna evidencia que apoye esta postura?
I don't get along with that guy.	No me llevo bien con ese tipo.
When was the last time you angered your mother?	¿Cuando fue la ultima vez que hiciste enojar a tu madre?
I like going for a walk in the park.	Me gusta ir a caminar al parque.
I have so many things to tell you that I don't know where to start.	Tengo tantas cosas que decirte que no se por donde empezar.
Tom lost his eyesight.	Tom perdio la vista.
I don't think he killed those men.	No creo que el haya matado a esos hombres.
I doubt if he is a lawyer.	Dudo que sea un abogado.
I'm still thinking about it.	Todavia estoy pensandomelo.
Are you happy or not?	¿Es feliz o no?
You don't need to call me.	No necesitas llamarme.
Tom likes that.	A Tom le gusta eso.
Terrific!	¡Genial!
We bought a pound of tea.	Compramos una libra de te.
I bought a book.	Compre un libro.
Tom took his place at the table.	Tom ocupo su lugar en la mesa.
What is this for?	¿Para que es esto?
How much time do you spend every day helping your children with their homework?	¿Cuanto tiempo pasas al dia ayudando a tus hijos a hacer los deberes?
She looks young, but she's actually older than you are.	Ella parece joven, pero de hecho es mayor que tu.
She wants him.	Ella lo quiere.
I think she's an honest woman.	Pienso que ella es una mujer honesta.
Don't touch that button!	¡No toques ese boton!
Tom was sent on an errand to the store.	Mandaron a Tom a la tienda a hacer un recado.
A new year always brings hope.	El nuevo ano siempre trae esperanza.
She cannot persuade him to buy her a new car.	Ella no lo puede convencer para que le compre un coche nuevo.
We have to go on.	Tenemos que continuar.
Tom started flipping out.	Tom empezo a perder los papeles.
What do you do in your free time?	¿Que haces en tu tiempo libre?
His house is on the other side of the bridge.	Su casa esta al otro lado del puente.
Tom killed the cockroach with a broom.	Tom mato la cucaracha con una escoba.
I want to speak German.	Quiero hablar aleman.
Half the students were absent.	La mitad de los estudiantes estaban ausentes.
You'll make the same mistake if things continue in this way.	Vas a cometer el mismo error si las cosas continuan como van.
My grades have improved significantly.	Mis notas mejoraron significativamente.
Tom didn't come back until after 2:30.	Tom no volvio hasta despues de las 2:30.
You're much less likely to get a good position if you don't speak English.	Tienes menos probabilidades de conseguir una buena posicion si no hablas ingles.
I often go to Boston.	Voy frecuentemente a Boston.
If he had been a little more careful, he would have succeeded.	Si el hubiera tenido un poco mas de cuidado, lo habria conseguido.
Police immediately sealed off the streets around the hotel as they searched for the bomb.	La policia acordono las calles cercanas al hotel de forma inmediata mientras buscaban la bomba.
He lives apart from his parents.	El vive separado de sus padres.
We have to notify the police.	Hay que avisar a la policia.
She seems to have a tendency to exaggerate things.	Ella parece tender a exagerar las cosas.
This camera is Tom's.	Esta camara es de Tom.
Did Tom hit Mary?	¿Le pego Tom a Mary?
Do you think Tom saw Mary?	¿Pensas que Tomas vio a Maria?
The police think that Tom was stabbed before his throat was slit.	La policia piensa que a Tom lo apunalaron antes de que le cortaran la garganta.
I am sending you a birthday present by air mail.	Te estoy enviando un regalo de cumpleanos por correo aereo.
You can make a cake with flour, milk and an egg.	Podes hacer una torta con harina, leche y un huevo.
Tom and Mary both need new shoes.	Tanto Tom como Mary necesitan zapatos nuevos.
The police informed us of the accident.	La policia nos informo del accidente.
I knew that.	Lo sabia.
He broke his leg skiing.	El se rompio la pierna esquiando.
We love her, and she loves us, too.	La amamos, y ella tambien nos ama.
Married people are happier than unmarried people.	La gente casada es mas feliz que la gente soltera.
It fell short of my expectation.	Quedo por debajo de mis expectativas.
Let's begin with Lesson 3.	Comencemos desde la leccion 3.
Fire is very dangerous.	El fuego es muy peligroso.
It's just that I don't want to die today.	Es solo que no quiero morir hoy.
Stop that truck.	Deten ese camion.
It's not a difficult question.	No es una pregunta dificil.
I think we need Tom.	Creo que necesitamos a Tom.
I know who that is now.	Yo se quien es ahora.
I felt woozy.	Me senti atontado.
I don't mind being criticized when I am wrong.	No me importa que me critiquen cuando estoy equivocado.
Sometimes he drives to work.	A veces va en coche al trabajo.
I talked.	Hable.
A cat got out from under the car.	Un gato salio de abajo del auto.
Let's get together tomorrow.	Reunamonos manana.
What did you bring me?	¿Que me has traido?
Tom heard Mary play the piano.	Tom escucho a Mary tocar el piano.
America is very large.	America es muy grande.
I know it's not easy, but you've got to at least try.	Se que no es facil, pero al menos tienes que tratar.
You are the backing group.	Ustedes son el grupo de apoyo.
I just have one question.	Solo tengo una pregunta.
What's his most recent novel?	¿Cual es su novela mas reciente?
He carried a bag full of apples.	El cargaba una bolsa llena de manzanas.
Three months before Tom was to graduate from college, he died.	Tom murio tres meses antes de graduarse de la universidad.
Grandpa bought it for me!	¡Me lo ha comprado el abuelo!
Is that what he wants?	¿Esto es lo que quiere?
The will was declared void by the court.	El testamento fue declarado nulo por el tribunal.
Do you like French literature?	¿Te gusta la literatura francesa?
I have two dogs, three cats, and six chickens.	Tengo dos perros, tres gatos y seis pollos.
How tall you are!	¡Que alto eres!
The friends kissed each other on the cheek.	Las amigas se besaron la una a la otra en la mejilla.
What train you are going to take?	¿Que tren vais a coger?
You certainly play the piano well.	Si que tocas bien el piano.
I need help here.	Aqui necesito ayuda.
Tom landed his helicopter on the roof.	Tom aterrizo su helicoptero sobre el techo.
This is it.	Hemos llegado.
A virus infected Tom's computer.	Un virus infecto la computadora de Tomas.
Her days are numbered.	Sus dias estan contados.
I just need some time.	Solo necesito algo de tiempo.
Go on inside.	Ve adentro.
The birth rate and death rate were nearly equal.	La tasa de mortalidad y la tasa de natalidad eran casi identicas.
The door remained closed.	La puerta se quedo cerrada.
The Japanese pay more attention to the group or the organization than to the individual.	Los japoneses prestan mas atencion al grupo o la organizacion que a la persona.
Tom seldom puts sugar in his coffee.	Tom casi nunca le pone azucar al cafe.
When I got back, I found my car missing.	Cuando volvi, mi auto habia desaparecido.
He is a university student.	El es un estudiante universitario.
I like this color.	Me gusta este color.
We just have to do it.	Tan solo tenemos que hacerlo.
I will do it myself.	Lo hare yo mismo.
I was astonished.	Me quede asombrado.
The storm destroyed the whole town.	La tormenta destruyo toda la ciudad.
I received an email from Tom this morning.	Esta manana recibi un correo electronico de Tom.
Whose is this?	¿De quien es esto?
Where's the entrance?	¿Donde queda el ingreso?
The bathtub overflowed while she was talking on the phone.	La banera reboso mientras estaba al telefono.
I've forgotten his name.	He olvidado su nombre.
Tom lost their trust.	Tom perdio su confianza.
Tom is our guest.	Tom es nuestro invitado.
You're completely healthy.	Estas completamente saludable.
Football is an old game.	El futbol es un juego antiguo.
You are not supposed to smoke here.	Esta prohibido fumar aqui.
Tom is complaining to the manager.	Tom se esta quejando con el gerente.
Why is that good?	¿Por que eso es bueno?
He had the cheek to ask me to help him.	Tuvo la jeta de pedirme que lo ayudara.
He is good at dealing with children.	El es bueno para tratar con ninos.
In spring, the days become longer.	En primavera los dias se hacen mas largos.
Did you already brush your teeth?	¿Ya te limpiaste los dientes?
Is it cheaper to call after nine?	¿Es mas barato llamar despues de las nueve?
Hard work never hurt anyone.	El trabajo duro nunca ha herido a nadie.
He looked well.	El tenia buen aspecto.
There is an urgent need for money.	Hay una necesidad urgente de dinero.
Have the children eaten yet?	¿Los ninos ya han comido?
Tom was too surprised to react.	Tom estaba demasiado sorprendido para reaccionar.
This mule can't carry a heavier load.	Esta mula no puede ir mas cargada.
I know as little as you do.	Se tan poco como tu.
Look closer.	Mira desde mas cerca.
Congress passed the bill.	El congreso aprobo el proyecto de ley.
I never doubted you.	Jamas dude de ti.
I didn't grow up in Boston.	Yo no creci en Boston.
The top of that mountain is flat.	La cima de la montana es plana.
Tom asked Mary how many people had come to her party.	Tom le pregunto a Mary cuantas personas habian ido a su fiesta.
Tom doesn't seem to understand.	Tom parece no entender.
She plays the violin well.	Ella toca bien el violin.
Tom didn't have the courage to pull the trigger.	Tom no tuvo el valor de apretar el gatillo.
I think Tom is lucky.	Creo que Tom es afortunado.
Why didn't Tom tell Mary?	¿Por que no se lo dijo Tom a Mary?
It was a wise decision.	Fue una sabia decision.
I've heard that he won't be in this country for a long time.	Por lo que oi, el no estara por mucho tiempo en este pais.
I can't get rid of it.	No me puedo deshacer de el.
I thought Tom was joking.	Pense que Tom estaba bromeando.
You elect your representative by voting.	Tu eliges a tu representante votando.
I love ice cream.	Me gusta el helado.
One of the eagle's wings was broken.	Una de las alas del aguila estaba rota.
Tom is good at what he does.	Tom es bueno en lo que hace.
I want you to do what you have to do.	Quiero que hagas lo que tenes que hacer.
Who teaches you?	¿Quien te ensena?
She didn't answer.	No respondio.
He studies American history.	El estudia la historia de America.
The boy takes after his father.	El nino se parece a su padre.
Mary watches TV every night.	Mary ve la television todas las noches.
I'm going to be an uncle.	Voy a ser tio.
