Cargo_Total;SalidaHornoCucharaTemp;TiempoOnTotal;TiempoOffTotal;OxigenoMecheros;GasMecheros;GrafitoTotal;OxigenCojetTotal;PotenciaActiva
135.717;1592.3;2216;74;67;26;102;1881;46050
135.141;1585.5;2188;254;66;26;117;1850;45630
90.074;1588.3;1631;486;46;18;191;1515;33585
138.285;1579.8;2500;403;0;0;346;2029;47490
138.945;1584.7;2348;133;0;0;250;2137;47715
137.653;1584.0;2388;68;0;0;298;1992;47355
137.653;1584.0;2388;68;0;0;298;1992;47355
130.604;1585.8;2278;97;0;0;206;1906;46395
155.451;1614.5;3237;232;0;0;109;1088;63315
138.443;1601.1;2419;240;0;0;217;1642;51060
138.381;1592.2;2613;234;0;0;271;1881;52575
138.028;1590.9;2438;80;0;0;314;1759;51060
138.366;1591.5;2455;102;0;0;188;1601;49035
138.285;1586.8;2391;71;69;34;214;1557;49065
138.195;1586.9;2402;71;16;8;176;1576;49050
138.109;1588.0;2416;183;0;0;251;1693;49560
147.832;1584.9;2649;339;0;0;236;2480;52575
139.189;1581.5;2447;71;0;0;179;2147;49050
138.789;1581.9;2455;65;0;0;204;2200;49065
138.435;1584.4;2466;248;0;0;194;2175;48555
138.069;1578.0;2376;74;0;0;208;1956;48570
138.069;1578.0;2376;74;0;0;208;1956;48570
146.497;1581.0;2512;131;0;0;209;2281;51555
136.754;1578.4;2301;77;0;0;267;2017;48075
138.776;1579.9;2433;60;0;0;291;2102;48060
138.776;1579.9;2433;60;0;0;291;2102;48060
138.803;1591.3;2407;322;0;0;209;2108;48060
138.142;1592.9;2315;130;0;0;217;2149;47580
138.76;1582.1;2303;507;0;0;163;2570;46590
138.097;1604.1;2301;102;0;0;191;2129;47535
137.752;1577.8;2334;74;0;0;215;2198;47610
138.255;1614.4;2450;74;0;0;368;2366;49080
130.176;1602.0;2365;181;0;0;253;2323;47010
150.409;1591.7;2838;99;0;0;638;2466;56550
138.919;1580.6;2377;62;32;16;170;2452;49065
137.984;1583.9;2413;65;0;0;283;2284;49065
138.21;1574.9;2334;68;0;0;241;2221;48555
137.675;1581.5;2326;71;0;0;273;2233;48555
138.419;1588.7;2298;68;0;0;328;2087;48570
138.137;1587.4;2346;68;0;0;227;2092;48090
137.593;1587.7;2289;71;0;0;218;1846;48075
136.959;1581.2;2332;249;0;0;217;2122;48030
150.613;1650.0;2512;154;0;0;426;2304;52065
139.421;1589.4;2371;407;0;0;453;2198;47565
138.558;1589.2;2416;74;0;0;325;2219;47565
138.558;1589.2;2416;74;0;0;325;2219;47565
138.011;1587.6;2360;386;0;0;323;2222;47520
137.784;1582.4;2368;86;61;28;286;2146;47070
138.59;1584.0;2360;122;59;27;349;2178;47115
138.511;1586.1;2258;156;57;26;265;2117;47085
138.581;1586.9;2348;68;59;27;331;2160;46590
137.697;1586.3;2289;583;59;27;321;2086;46605
138.172;1579.3;2261;91;56;25;321;2110;46560
138.96;1578.02;2210;3159;0;0;204;1978;45540
138.16;1587.86;2320;68;0;0;274;2132;47085
138.146;1650.0;2275;116;0;0;208;2112;45585
138.557;1576.94;2247;68;0;0;202;2192;45555
134.806;1586.6;2317;71;0;0;210;2199;45555
137.688;1575.42;2320;65;0;0;235;2192;45645
138.381;1580.1;2199;68;0;0;175;2092;45555
136.635;1589.8;2205;1163;0;0;176;2101;44580
139.163;1584.0;2233;271;0;0;193;2061;45045
138.45;1587.7;2317;192;0;0;217;2144;45075
90.021;1588.2;1631;185;0;0;237;1605;32340
155.602;1614.7;3097;208;0;0;312;1861;60060
138.801;1604.6;2455;71;1;0;194;2253;47550
138.392;1602.4;2270;65;0;0;187;2083;46035
138.55;1580.92;2354;65;0;0;158;2132;46050
138.141;1577.45;2253;71;0;0;182;2024;45540
138.847;1589.02;2236;147;0;0;180;1989;45570
138.148;1578.24;2222;68;0;0;227;1985;45585
139.488;1581.5;2270;510;0;0;272;2053;47055
138.106;1584.75;2278;522;0;0;190;2016;45600
137.345;1575.42;2281;1644;0;0;201;2006;45570
137.351;1586.05;2298;99;0;0;212;2051;45555
141.379;1576.2;2323;451;0;0;215;1993;45540
138.797;1581.4;2267;170;0;0;218;1991;45555
137.823;1581.6;2219;620;0;0;205;1974;46035
137.724;1582.9;2329;97;0;0;264;2009;45555
137.597;1578.8;2278;68;0;0;238;2004;45090
135.595;1589.3;2244;116;0;0;232;1914;44580
134.934;1579.7;2208;136;0;0;225;1970;44550
134.999;1581.9;2149;127;0;0;192;2050;44595
138.604;1579.3;2239;243;0;0;193;2185;45045
138.022;1601.9;2140;68;0;0;286;2041;45060
138.229;1618.6;2329;572;0;0;234;2269;46035
138.055;1625.9;2360;77;0;0;167;2161;44565
137.286;1611.3;2225;808;0;0;180;2027;44550
137.343;1612.7;2177;2653;0;0;192;1864;44550
138.114;1612.1;2185;4575;0;0;239;1870;44430
137.726;1609.9;2239;68;0;0;228;1971;44040
90.2;1595.9;1825;1369;0;0;368;1396;34080
138.882;1578.9;2323;68;0;0;232;2209;45030
138.613;1581.5;2264;201;0;0;207;2295;45045
138.612;1592.35;2289;1093;0;0;257;2126;45075
138.537;1605.1;2326;611;0;0;271;2190;46560
138.143;1610.72;2278;68;0;0;197;2066;46035
138.627;1546.05;2340;71;0;0;192;2106;46050
138.705;1584.0;2256;65;0;0;173;2039;46050
138.544;1603.7;2351;74;0;0;153;2187;47955
150.053;1612.6;2686;77;0;0;93;2708;54060
130.19;1578.4;2180;179;58;26;285;2012;44100
133.103;1582.8;2180;124;57;26;309;2064;45060
139.153;1576.5;2222;62;56;26;303;2041;46080
138.351;1579.2;2233;83;58;26;293;2035;46065
155.92;1620.7;3178;0;0;0;476;1539;66585
138.502;1600.2;2531;0;0;0;395;1675;52095
137.999;1600.4;564;0;0;0;323;1795;51030
138.001;1594.1;1555;362;0;0;320;1795;49110
138.001;1594.1;1555;362;0;0;320;1795;49110
148.1;1582.4;2545;99;0;0;310;2006;52035
138.36;1589.8;2371;80;67;33;315;1747;49050
138.617;1597.4;2424;324;69;34;302;2129;49140
138.491;1587.8;2388;437;0;0;212;2276;48570
138.033;1579.0;2303;1345;0;0;280;1907;48600
138.974;1578.4;2281;71;0;0;282;1900;48555
138.274;1575.0;2346;136;54;26;305;2026;48555
138.039;1577.8;2413;772;0;0;168;2553;49050
138.669;1577.6;2261;133;0;0;347;2302;48570
138.302;1578.8;2256;74;0;0;234;2167;48045
138.421;1581.4;2422;77;0;0;323;2252;48045
138.713;1580.7;2303;74;0;0;169;2143;48060
138.188;1589.3;2253;38;0;0;256;2108;47520
150.795;1574.9;2430;161;0;0;452;2423;51990
138.156;1578.1;2258;133;0;0;285;2150;47565
138.899;1578.8;2179;158;0;0;248;2335;47565
138.174;1577.5;2185;77;0;0;264;2154;47565
138.48;1580.2;2306;111;0;0;352;2287;47505
138.709;1583.0;2191;294;53;26;153;2037;46005
138.708;1582.7;2095;94;51;25;138;1841;46020
137.714;1582.7;2137;488;52;25;224;1848;46065
137.569;1588.6;2216;111;53;26;224;1996;46020
138.136;1586.3;2301;122;51;25;186;2154;46065
137.986;1583.9;2163;68;0;0;290;2095;46050
138.382;1584.0;2182;127;2;0;141;2188;46035
138.498;1585.0;2104;65;51;25;252;2014;46050
139.418;1579.2;2261;282;56;27;268;2068;46065
138.724;1580.1;2208;580;53;26;202;2117;46050
138.931;1578.1;2219;139;51;25;241;2222;46035
138.021;1579.1;2154;68;0;0;190;2121;46035
138.66;1585.0;2137;74;0;0;211;2047;46155
138.521;1583.2;2199;139;0;0;247;2237;46065
138.145;1591.0;2250;229;0;0;255;2188;46545
138.252;1587.1;2219;71;0;0;243;2198;46545
137.581;1580.9;2309;68;0;0;280;2185;46575
138.791;1584.8;2168;65;0;0;241;2095;46560
138.548;1581.4;2185;65;0;0;233;2173;47085
138.666;1574.5;2261;788;8;6;226;2142;48120
148.218;1579.0;2303;74;0;0;221;2351;50055
155.742;1624.0;3581;983;0;0;1066;1415;69015
138.768;1592.8;2362;769;0;0;99;2664;46440
138.768;1592.8;2362;769;0;0;99;2664;46440
138.768;1592.8;2362;769;0;0;99;2664;46440
138.57;1606.0;2191;1075;1;0;94;2369;43035
137.807;1595.0;2185;296;0;0;231;2282;44550
137.807;1595.0;2185;296;0;0;231;2282;44550
138.002;1590.0;2157;448;0;0;119;2392;44055
139.311;1593.1;2264;1039;0;0;163;2555;45060
139.544;1592.8;2174;305;0;0;245;2410;45540
138.539;1593.5;2225;369;11;4;186;2251;45540
138.927;1583.6;2227;138;55;27;154;2098;45570
138.203;1586.8;2230;142;56;27;126;2173;45555
138.203;1586.8;2230;142;56;27;126;2173;45555
138.671;1584.1;2194;147;53;26;260;2199;46110
137.941;1586.0;2196;68;53;26;265;2127;46065
137.913;1588.2;2185;65;53;26;241;2094;46035
138.009;1609.4;2298;74;55;27;290;2229;47565
138.009;1609.4;2298;74;55;27;290;2229;47565
137.835;1587.8;2168;794;52;25;260;2005;46050
148.106;1575.5;2320;583;53;26;257;2010;49035
137.905;1580.7;2219;74;51;25;359;1462;47580
138.891;1575.3;2199;856;52;25;304;1912;47580
138.434;1574.2;2194;83;53;26;150;1514;46020
138.929;1578.2;2301;172;56;27;250;2116;46005
138.622;1574.9;2180;74;53;26;242;1958;46020
137.942;1577.6;2188;491;54;26;243;1921;46095
139.449;1574.7;2146;122;52;26;229;1922;46020
137.613;1581.1;2211;71;0;0;243;2176;47535
138.374;1580.0;2163;502;0;0;142;2111;47010
137.329;1583.4;2191;291;0;0;253;2127;47040
138.902;1582.2;2121;68;0;0;261;2112;47025
138.624;1589.0;2180;63;36;17;237;2145;47055
137.809;1592.8;2565;195;0;0;524;1787;54060
138.146;1592.2;2478;201;0;0;389;1670;52035
138.146;1592.2;2478;201;0;0;389;1670;52035
155.48;1593.4;2877;189;0;0;649;2152;60060
138.094;1586.3;2362;74;0;0;232;1755;49065
138.939;1585.5;2334;91;0;0;191;1677;49125
130.385;1588.7;2464;71;0;0;216;1455;49065
138.386;1589.7;2500;71;0;0;175;1463;49065
138.187;1601.3;2399;71;0;0;202;1532;50550
138.304;1582.7;2323;74;0;0;155;1504;49185
138.499;1582.1;2382;449;0;0;254;1551;49065
138.77;1599.8;2391;316;68;34;121;1511;49065
138.511;1587.2;2241;2541;70;35;109;1376;47070
138.115;1574.9;2272;71;71;35;98;1483;49050
138.791;1581.0;2298;74;73;36;209;1476;49020
139.074;1581.5;2281;296;72;35;171;1489;49035
137.323;1579.0;2326;502;72;36;128;1521;49080
148.329;1580.6;2557;68;76;37;162;1782;53010
137.966;1574.6;2281;423;72;35;154;1484;49035
138.432;1595.8;2278;77;14;6;179;1475;48990
150.091;1580.0;2528;159;0;0;291;1794;53010
150.091;1580.0;2528;159;0;0;291;1794;53010
138.144;1582.1;2365;215;0;0;187;1723;49530
138.144;1582.1;2365;215;0;0;187;1723;49530
137.568;1579.7;2382;71;0;0;159;1737;49500
137.933;1573.9;2329;179;0;0;253;1713;49560
138.237;1582.3;2320;82;0;0;248;1691;48915
138.822;1577.5;2337;71;0;0;228;1706;49545
138.074;1576.1;2286;77;0;0;248;1714;49560
138.03;1575.9;2256;102;0;0;130;1657;49575
138.496;1576.7;2343;167;0;0;218;1708;49590
137.549;1578.4;2323;198;0;0;210;1730;49590
137.687;1578.0;2320;88;0;0;219;1714;49530
137.665;1575.7;2348;547;0;0;259;1704;49800
138.601;1575.4;2334;71;0;0;243;1725;49545
138.658;1574.9;2278;65;0;0;232;1907;49560
138.826;1576.5;2317;130;0;0;190;2007;49035
138.226;1578.0;2250;65;0;0;144;2004;49050
138.126;1573.7;2320;105;0;0;89;1893;49035
138.873;1579.5;2267;68;0;0;91;2004;48540
138.771;1590.0;2213;62;0;0;74;1931;48555
137.99;1576.3;2171;62;0;0;96;1919;48540
137.99;1576.3;2171;62;0;0;96;1919;48540
138.928;1584.6;2199;62;0;0;116;1915;48060
138.22;1586.5;2272;215;0;0;107;1948;48030
138.089;1596.4;2199;257;0;0;49;2064;48030
138.096;1585.1;2135;1028;0;0;92;2105;47520
132.627;1582.2;2042;355;0;0;149;1840;45285
139.115;1584.5;2292;1441;0;0;95;2132;48060
149.401;1582.6;2326;94;0;0;136;2274;51585
139.128;1581.0;2286;65;0;0;63;2169;47490
137.801;1576.3;2199;74;0;0;117;2073;47550
138.895;1580.6;2247;77;0;0;190;2099;47580
137.872;1570.9;2312;839;0;0;160;1995;47520
138.889;1580.2;2239;375;0;0;170;2175;47580
137.755;1578.6;2166;304;0;0;183;2129;47055
130.805;1577.0;2109;265;0;0;115;1988;45045
138.591;1567.8;2306;450;0;0;141;2232;47040
138.547;1570.6;2272;808;0;0;114;2195;46575
138.207;1585.2;2233;62;0;0;140;2165;46065
137.663;1579.0;2208;434;0;0;103;2181;46065
138.224;1589.3;2146;65;0;0;99;2009;45060
138.497;1613.2;2343;590;0;0;295;2368;45045
100.597;1582.0;1721;190;0;0;425;1770;34620
136.706;1602.55;2706;3166;0;0;324;1738;54015
143.987;1589.38;2708;2818;0;0;320;1689;53250
138.617;1608.33;2379;375;0;0;207;1479;49530
138.23;1595.89;2500;2228;0;0;259;1885;51000
138.677;1593.22;2455;138;0;0;214;1755;49110
138.534;1578.89;2362;189;0;0;217;1680;48990
148.19;1577.81;2587;338;0;0;295;2042;52065
130.459;1580.1;2382;65;57;28;122;1958;49095
138.82;1591.1;2374;68;57;28;135;1966;49065
138.137;1581.5;2461;226;60;30;134;2004;49035
138.362;1578.6;2393;86;58;28;181;1957;48555
138.544;1577.3;2385;62;2;0;202;1952;48540
138.854;1578.4;2379;107;0;0;214;1940;48075
138.561;1580.5;2478;133;0;0;195;2117;48030
138.076;1582.9;2413;62;0;0;126;2087;47355
139.071;1580.5;2337;63;0;0;191;2009;47040
154.752;1650.0;3814;569;0;0;258;1297;66675
138.262;1580.2;2495;91;0;0;109;2085;47055
138.686;1576.9;2422;71;0;0;157;2034;47055
138.476;1585.8;2343;122;0;0;195;2112;46545
138.669;1584.82;2393;138;0;0;184;2249;46545
138.246;1581.5;2354;66;0;0;145;2079;46050
138.573;1586.99;2371;62;56;28;222;2134;46035
137.242;1582.44;2340;133;0;0;256;2092;46050
139.038;1580.27;2315;124;0;0;249;2119;46020
149.361;1584.97;2458;65;0;0;280;2381;50025
137.451;1579.62;2362;83;0;0;282;2188;46080
137.876;1589.8;2337;65;75;29;92;2005;45990
149.006;1598.2;2686;631;50;19;270;2231;55485
138.393;1615.1;2247;9127;33;13;365;2178;43440
149.619;1601.7;2382;116;8;3;206;2302;50025
138.39;1600.1;2278;35;0;0;154;2019;46050
138.611;1599.7;2346;485;56;27;122;2185;46035
138.286;1583.8;2306;68;58;28;141;2026;46050
138.164;1587.0;2379;124;58;28;174;2207;46035
138.561;1582.1;2194;62;0;0;82;2115;45555
138.925;1590.2;2239;60;51;25;190;2172;47055
138.013;1574.1;2244;341;53;26;194;2127;45555
138.284;1580.4;2250;417;56;27;184;2128;45540
138.329;1585.1;2258;127;55;27;130;2191;45045
138.329;1585.1;2258;127;55;27;130;2191;45045
128.377;1589.02;2202;62;55;27;125;1933;45030
137.549;1594.88;2213;1113;54;26;206;2075;45015
136.826;1575.64;2168;103;54;26;224;2044;45090
149.365;1584.6;2455;124;56;27;271;2469;49035
149.365;1584.6;2455;124;56;27;271;2469;49035
149.365;1584.6;2455;124;56;27;271;2469;49035
137.979;1607.4;2275;100;56;27;311;2178;45045
90.501;1578.2;1459;306;38;19;417;1310;28005
155.758;1620.4;3775;381;0;0;341;1371;67740
137.301;1581.71;2177;752;54;26;219;2035;45000
149.943;1583.74;2354;209;53;26;233;2399;49005
138.131;1582.08;2250;62;55;27;240;2112;44985
138.606;1591.48;2222;60;54;26;257;2132;45015
138.266;1581.79;2303;68;55;27;277;2198;45015
137.506;1578.53;2272;65;55;27;225;2142;44985
139.494;1584.32;2213;94;55;27;240;2094;45000
138.068;1597.3;2568;164;0;0;484;1745;54090
137.925;1596.0;2486;85;0;0;363;1600;51075
137.844;1595.7;2557;105;0;0;326;1620;51015
137.844;1595.7;2557;105;0;0;326;1620;51015
138.308;1590.7;2458;68;0;0;236;1754;49050
138.308;1590.7;2458;68;0;0;236;1754;49050
138.969;1588.6;2455;65;0;0;240;1769;49050
138.679;1650.0;2438;65;0;0;241;1535;49080
138.774;1577.0;2447;591;0;0;259;1497;49080
137.799;1584.8;2486;62;0;0;341;1521;49080
138.254;1577.0;2478;561;0;0;334;1542;50070
138.09;1575.8;2396;1038;0;0;268;1641;48525
138.435;1574.8;2497;130;0;0;268;1672;48555
138.688;1577.3;2399;68;0;0;273;1704;48000
138.202;1586.3;2441;65;0;0;188;1794;49545
138.451;1581.3;2410;68;0;0;254;1706;48045
138.43;1578.1;2391;62;0;0;345;1658;47550
138.358;1583.7;2407;102;0;0;264;1665;47490
138.627;1593.6;2371;122;0;0;226;1957;47040
138.626;1588.4;2351;65;0;0;279;1981;47265
130.55;1583.88;2334;167;67;26;294;1966;47010
150.368;1588.51;2433;62;67;26;370;2206;51045
137.751;1585.98;2377;110;71;27;382;1992;47010
138.332;1585.26;2315;395;69;27;416;1967;46500
138.907;1583.52;2306;412;71;28;246;1904;46515
139.692;1588.37;2317;162;71;28;232;2039;46545
138.399;1577.2;2264;137;69;27;252;1884;46590
137.736;1579.3;2281;74;69;27;244;1909;46590
149.885;1582.8;2405;91;0;0;353;2162;50595
138.399;1585.4;2337;184;0;0;268;2097;48075
137.593;1576.72;2242;356;0;0;233;1987;46575
138.166;1582.0;2275;583;0;0;252;2053;46470
138.493;1575.13;2233;82;0;0;239;1972;46545
138.651;1579.33;2171;65;61;25;232;1974;46530
138.082;1583.88;2239;260;64;26;313;2065;48030
138.872;1572.1;2177;186;17;7;240;2017;46080
138.687;1583.2;2227;566;54;26;216;2195;46065
138.444;1576.2;2253;74;54;26;126;2057;45690
138.278;1582.6;2112;65;51;25;64;2034;45540
138.077;1574.4;2185;68;53;26;122;2099;45600
138.763;1582.2;2298;299;54;27;239;2096;45570
138.153;1585.0;2171;68;54;26;199;2044;45540
138.677;1583.9;2247;1061;56;27;268;2177;45540
138.372;1582.8;2210;237;0;0;296;2134;45555
138.748;1588.87;2208;119;0;0;263;2153;45555
138.644;1585.2;2180;223;0;0;263;2100;45495
137.902;1579.4;2267;62;0;0;270;2131;45585
138.674;1574.77;2171;68;56;21;266;2068;45525
138.635;1578.1;2213;279;70;27;251;2070;45540
138.538;1576.22;2247;68;70;27;201;2123;45570
137.355;1582.08;2213;293;68;26;226;2089;45525
137.901;1580.48;2256;369;70;27;247;2227;45570
138.331;1576.6;2154;982;67;26;280;2029;45540
138.212;1574.0;2205;586;68;27;313;2047;45570
138.098;1579.4;2208;62;67;27;287;2082;45540
138.646;1576.8;2202;68;69;27;261;2065;45060
138.646;1576.8;2202;68;69;27;261;2065;45060
138.624;1575.1;2219;68;70;28;298;2060;45060
138.624;1575.1;2219;68;70;28;298;2060;45060
138.469;1577.3;2196;74;69;27;383;2042;45090
137.938;1582.2;2227;124;69;27;337;2094;45270
138.597;1576.6;2301;308;70;28;216;2268;45045
138.555;1609.7;2292;44;27;13;256;2021;45000
138.218;1595.5;2174;35;49;24;255;2158;45030
138.205;1591.1;2205;311;51;25;294;2144;45030
138.292;1578.8;2227;32;49;24;285;2174;45015
138.624;1584.2;2196;32;49;24;254;2179;45030
137.363;1690.0;2340;128;50;25;271;2178;45045
138.272;1584.97;2163;44;49;24;294;2124;44535
138.48;1584.1;2115;53;50;24;318;2044;44535
138.025;1572.02;2199;1461;51;25;250;2140;44505
138.137;1575.8;2123;38;50;25;246;2032;44565
138.146;1575.6;2205;480;65;26;328;2129;44535
139.543;1578.1;2219;755;65;25;354;2156;44535
138.712;1581.8;2101;35;65;25;80;2027;44535
137.918;1570.6;2205;128;0;0;291;1933;44520
137.748;1572.9;2182;32;0;0;299;1912;44520
134.822;1575.4;2208;32;0;0;125;1876;43545
138.124;1570.4;2244;598;0;0;278;1896;44580
132.113;1576.3;2239;41;0;0;280;1900;44070
134.12;1571.7;2171;238;0;0;216;1864;43575
138.641;1576.5;2286;134;0;0;269;1983;44565
138.191;1578.6;2261;52;0;0;285;1992;45075
138.927;1576.94;2239;35;0;0;258;1886;45060
138.226;1577.59;2185;215;0;0;250;1894;45045
138.274;1579.25;2216;117;0;0;196;2026;45075
138.19;1574.3;2132;33;0;0;246;1868;45060
138.436;1584.4;2177;35;0;0;235;1946;45570
137.891;1583.3;2219;35;0;0;209;1943;45555
138.05;1570.5;2295;124;0;0;223;2240;45540
139.416;1616.8;2284;341;0;0;188;2177;45540
139.004;1590.0;2278;113;37;18;188;2077;45555
138.097;1573.1;2309;75;41;20;240;2887;45045
138.029;1581.8;2241;60;55;27;163;2841;45030
137.765;1584.03;2272;99;56;27;234;2862;45000
137.286;1585.4;2340;190;58;28;212;3033;45525
138.196;1602.76;2264;589;69;27;173;2855;45555
138.196;1602.76;2264;589;69;27;173;2855;45555
139.307;1642.9;2416;116;72;28;234;3125;47070
92.975;1599.5;0;0;0;0;618;5666;31440
137.915;1573.2;2241;68;69;27;258;2105;45570
138.058;1576.8;2196;451;0;0;165;2156;45555
156.864;1604.1;4160;3428;0;0;315;1200;67545
156.864;1604.1;4160;3428;0;0;315;1200;67545
139.438;1617.2;2835;855;25;10;848;3211;60270
137.945;1544.3;2517;274;43;16;698;2663;51810
137.945;1544.3;2517;274;43;16;698;2663;51810
137.535;1598.8;2357;162;43;17;483;2402;50520
151.2;1590.9;2911;6604;42;16;580;2265;59985
108.06;1590.0;2250;2089;0;0;541;2547;46755
138.822;1583.5;2458;406;0;0;287;2160;50055
138.149;1573.7;2469;68;0;0;248;2164;50055
138.202;1579.1;2506;68;0;0;277;2176;49950
150.554;1584.0;2790;71;0;0;476;2606;55050
128.305;1581.1;2478;108;14;7;360;2190;50055
139.004;1595.9;2559;68;15;7;209;2346;51540
138.474;1576.9;2489;65;16;7;333;2199;50025
138.054;1583.6;2492;139;16;8;247;2313;49545
139.012;1571.2;2436;117;0;0;267;2311;49575
138.42;1572.0;2450;68;0;0;101;2288;49545
138.42;1572.0;2450;68;0;0;101;2288;49545
138.384;1583.5;2427;68;0;0;185;2275;49530
138.531;1577.0;2467;71;0;0;264;2290;49515
128.225;1581.9;2455;124;0;0;283;2367;49530
137.999;1576.7;2396;139;0;0;256;2470;49560
137.736;1580.9;2416;76;0;0;229;2382;49035
130.047;1575.4;2393;65;66;26;190;2323;49020
130.047;1575.4;2393;65;66;26;190;2323;49020
138.811;1577.5;2334;68;67;26;191;2252;49020
137.663;1569.4;2455;349;69;27;168;2308;49020
131.493;1581.5;2416;68;70;27;234;2326;49065
138.191;1588.2;2391;71;68;26;219;2345;49035
138.191;1588.2;2391;71;68;26;219;2345;49035
138.191;1588.2;2391;71;68;26;219;2345;49035
138.573;1582.4;2368;228;68;26;209;2325;49065
138.573;1582.4;2368;228;68;26;209;2325;49065
138.252;1577.3;2416;1171;70;27;196;2333;49155
137.597;1581.1;2393;74;69;27;213;2310;49080
138.084;1580.9;2399;97;69;27;214;2300;48765
130.935;1578.5;2422;173;71;28;346;2417;49065
130.411;1579.8;2461;167;71;28;240;2333;49050
120.834;1588.7;2438;245;68;27;458;2401;49065
137.934;1582.3;2365;65;66;26;276;2358;49050
138.12;1573.1;2396;136;68;26;258;2476;49095
138.283;1573.5;2441;116;72;28;201;2343;49035
128.238;1577.7;2450;62;69;27;214;2407;49050
138.446;1574.4;2450;65;71;28;251;2385;49020
138.539;1570.5;2413;91;69;27;225;2363;49065
138.933;1577.2;2391;65;69;27;264;2287;48555
138.86;1570.2;2346;65;68;26;221;2272;48555
127.974;1579.3;2391;369;68;27;452;2335;48540
138.772;1579.2;2450;139;68;27;251;2533;48555
138.125;1584.5;2436;71;69;27;299;2316;48555
137.626;1591.4;2422;245;69;27;282;2265;48555
137.626;1591.4;2422;245;69;27;282;2265;48555
139.758;1587.4;2444;77;72;28;262;2305;49065
133.4;1587.0;2452;701;70;27;88;2355;49005
131.904;1601.6;2315;68;66;26;162;2211;49050
91.484;1585.6;0;0;0;0;373;3612;38310
138.913;1575.0;2399;85;70;27;192;2281;49050
139.028;1572.2;2447;68;70;27;229;2346;49035
139.028;1572.2;2447;68;70;27;229;2346;49035
138.082;1599.8;2613;102;0;0;359;2349;53220
138.569;1594.5;2526;79;0;0;255;2178;51045
137.907;1599.3;2554;85;0;0;261;2174;51045
137.907;1599.3;2554;85;0;0;261;2174;51045
138.55;1576.3;2430;133;0;0;179;2327;49050
138.55;1576.3;2430;133;0;0;179;2327;49050
138.338;1590.6;2407;625;0;0;140;2325;49050
137.91;1553.7;2402;172;0;0;165;1965;48510
138.181;1585.9;2388;355;0;0;76;2012;49050
138.903;1584.6;2374;1168;71;35;181;1968;49035
138.62;1579.1;2388;65;0;0;193;1957;49050
138.787;1580.7;2424;133;0;0;251;2023;49050
138.343;1576.9;2481;209;0;0;236;2022;49035
138.647;1584.8;2509;62;0;0;266;2143;50550
138.325;1574.4;2506;124;0;0;256;2150;48510
138.908;1575.1;2461;352;0;0;248;2080;48555
139.134;1574.3;2407;93;0;0;248;2144;48570
127.308;1576.2;2393;62;69;34;241;2042;48585
139.103;1576.6;2419;77;75;37;219;2061;48510
139.153;1572.8;2416;68;76;38;187;1983;48615
150.897;1572.5;2559;74;75;37;36;2348;53010
138.008;1575.5;2436;110;75;37;185;2034;48510
137.745;1584.9;2419;346;75;37;172;2151;48495
138.141;1582.9;2368;62;0;0;219;2273;48510
130.663;1579.9;2376;65;0;0;196;2288;48510
138.698;1582.2;2357;393;0;0;200;2227;48555
149.548;1581.0;2604;105;0;0;325;2360;52770
138.638;1579.0;2365;68;0;0;159;1981;48585
116.437;1584.7;2337;497;0;0;528;2693;48555
138.21;1569.3;2422;74;0;0;221;2009;48540
138.228;1583.0;2452;71;0;0;234;2144;50025
138.772;1576.5;2346;77;0;0;213;1989;48645
150.697;1574.9;2672;62;0;0;229;2498;52755
137.857;1585.8;2455;62;0;0;199;2109;48555
138.218;1584.2;2461;65;0;0;197;2068;48555
138.166;1575.4;2466;147;0;0;177;2269;49470
138.824;1605.0;2419;65;0;0;211;2303;49035
138.808;1597.8;2377;62;0;0;219;2315;49020
138.399;1580.1;2461;62;0;0;233;2412;49050
138.617;1582.7;2469;65;0;0;309;2469;49050
155.5;1630.0;3597;313;0;0;256;2046;64380
138.977;1590.2;2433;65;0;0;250;2326;48525
138.888;1591.3;2396;65;0;0;190;2367;48555
138.888;1591.3;2396;65;0;0;190;2367;48555
138.474;1588.4;2385;65;0;0;293;2288;48540
138.502;1609.9;2461;62;65;25;161;2300;48480
138.187;1587.0;2388;380;0;0;201;3349;48570
138.305;1574.6;2241;97;0;0;186;2531;46095
138.177;1575.5;2348;71;0;0;172;2772;48555
138.842;1578.9;2368;214;0;0;185;2878;48690
137.471;1568.2;2368;211;0;0;187;2551;48555
137.41;1581.2;2351;68;0;0;201;2535;48555
138.041;1575.2;2430;212;0;0;218;2780;48480
138.753;1591.0;2467;65;0;0;227;2805;48045
138.753;1591.0;2467;65;0;0;227;2805;48045
138.788;1600.3;2413;62;0;0;201;2763;48030
138.788;1600.3;2413;62;0;0;201;2763;48030
90.687;1579.6;1741;348;0;0;300;2415;35130
90.687;1579.6;1741;348;0;0;300;2415;35130
131.286;1583.9;2382;531;86;34;197;2265;48555
139.392;1587.2;2433;1607;87;34;162;2289;48570
138.141;1575.2;2379;69;88;34;212;2216;48555
139.296;1574.7;2382;76;86;34;147;2271;48525
139.373;1573.4;2348;62;72;28;234;2514;48555
138.574;1582.5;2343;119;75;29;238;2530;48555
138.045;1577.8;2377;470;73;29;240;2914;48600
137.789;1581.1;2329;122;82;32;109;2392;48555
139.711;1570.7;2385;136;0;0;279;2798;48555
138.598;1596.1;2433;504;0;0;228;2289;49035
