context_token_position_0;context_token_position_1;context_token_position_2;context_token_position_3;context_token_position_4;context_token_position_5;context_token_position_6;context_token_position_7;context_token_position_8;context_token_position_9;context_token_position_10;context_token_position_11;context_token_position_12;context_token_position_13;context_token_position_14;context_token_position_15;context_token_position_16;context_token_position_17;context_token_position_18;context_token_position_19;context_token_position_20;context_token_position_21;context_token_position_22;context_token_position_23;context_token_position_24;context_token_position_25;context_token_position_26;context_token_position_27;context_token_position_28;context_token_position_29;context_token_position_30;context_token_position_31;context_token_position_32;context_token_position_33;context_token_position_34;context_token_position_35;context_token_position_36;context_token_position_37;context_token_position_38;context_token_position_39;context_token_position_40;input_token_position_0;input_token_position_1;target_token_position_0;target_token_position_1
2;36;303;78;268;105;152;81;359;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;96;278;256;72;279;274;82;280;51;164;397;232;55;377;390;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;52;243;76;69;63;35;207;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;215;42;44;112;110;84;42;253;34;56;339;37;83;290;390;61;195;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;103;221;211;52;118;101;393;197;304;82;304;299;79;65;103;211;105;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;85;134;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;186;87;222;174;80;60;187;53;346;17;60;273;81;36;91;78;334;74;38;112;176;295;91;79;82;34;36;144;304;105;56;98;62;60;36;269;61;78;105;0;2;10;10;3
2;42;51;83;175;296;63;50;393;159;89;74;62;63;95;77;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;114;234;332;77;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;99;46;288;356;36;101;109;125;141;334;79;15;42;39;212;65;94;10;52;46;159;105;344;118;211;81;75;56;83;164;89;17;0;0;0;0;0;0;0;0;2;9;9;3
2;68;24;16;58;193;48;197;133;89;337;21;375;380;143;117;53;247;290;389;211;41;342;263;60;251;34;45;179;182;127;65;17;0;0;0;0;0;0;0;0;2;9;9;3
2;206;185;72;203;83;200;60;36;269;61;393;221;105;107;35;196;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;65;64;34;85;96;15;62;63;277;41;91;83;139;39;208;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;60;82;61;78;105;393;290;78;195;46;164;112;393;111;64;45;207;69;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;154;227;52;141;390;109;274;66;307;353;68;34;141;241;109;36;141;101;290;89;185;290;297;52;78;336;73;101;223;51;83;109;101;270;60;131;17;0;0;0;2;10;10;3
2;67;215;41;342;263;251;121;63;225;157;63;81;171;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;60;96;64;54;112;105;83;141;337;242;99;104;99;60;152;108;181;78;243;164;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;63;10;52;54;112;290;101;109;389;321;137;62;60;100;92;64;50;393;210;236;36;101;109;125;261;76;73;60;67;11;51;164;397;105;146;150;73;68;49;0;2;9;9;3
2;56;83;86;277;78;243;34;45;179;71;36;101;109;125;141;390;178;61;80;63;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;65;64;37;83;389;294;210;74;34;46;303;78;86;123;119;52;78;229;138;72;106;110;250;67;54;61;333;259;37;105;390;270;17;0;0;0;0;0;0;0;2;10;10;3
2;42;56;240;68;189;35;207;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;42;170;65;273;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;42;168;154;75;235;73;60;134;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;42;150;76;91;79;65;90;187;62;81;54;112;118;316;125;87;73;63;42;109;221;76;337;78;83;74;17;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;60;47;176;333;64;256;45;207;69;82;113;262;393;263;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;42;81;34;242;66;185;55;319;37;337;141;69;82;60;203;73;133;282;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;42;86;21;16;22;35;241;61;80;68;250;67;157;42;168;41;268;15;97;88;145;78;72;308;169;222;17;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;85;188;15;45;110;134;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;41;110;147;16;60;51;390;69;78;211;61;102;72;60;148;15;62;47;83;196;220;102;60;40;164;221;61;17;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;60;331;225;72;115;75;104;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;168;164;199;52;393;290;161;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;51;318;254;16;16;16;16;355;251;52;118;318;324;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;75;214;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;60;96;64;332;104;99;34;51;83;125;141;239;178;70;60;150;390;176;294;111;84;36;164;221;73;60;67;355;21;58;317;34;176;101;17;0;0;0;0;0;2;10;10;3
2;60;216;64;132;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;63;329;36;101;109;389;321;286;82;38;196;220;113;15;60;100;64;306;62;45;101;393;76;15;62;60;251;45;208;61;34;36;101;393;300;71;37;192;17;0;2;10;10;3
2;75;306;15;92;100;62;88;126;10;53;86;66;124;61;61;73;60;100;80;119;42;125;101;76;52;294;175;88;86;60;100;97;78;269;61;80;60;94;17;0;2;10;10;3
2;20;17;279;45;208;69;96;11;88;126;10;53;86;66;51;83;158;241;177;63;99;39;105;83;392;302;299;87;74;99;103;221;71;60;39;141;318;67;61;0;2;9;9;3
2;48;262;394;390;101;303;74;218;64;34;282;73;60;34;76;118;120;167;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;75;37;390;61;316;125;101;294;153;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;63;81;181;82;83;396;125;243;61;167;281;15;97;42;116;256;86;38;396;125;292;79;182;92;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;63;64;49;247;290;78;159;166;108;198;62;225;72;34;76;76;169;44;244;71;35;101;233;66;68;216;130;42;213;63;17;0;0;0;0;0;0;0;0;0;2;9;9;3
2;132;100;92;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;81;72;235;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;34;281;71;43;393;112;89;84;35;105;341;130;122;69;80;68;67;70;21;37;192;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;171;96;95;77;82;67;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;260;36;303;78;268;105;152;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;42;10;128;37;105;344;323;68;67;190;135;61;127;42;145;52;98;15;205;80;36;269;290;105;129;83;62;68;67;64;256;77;11;44;112;101;290;89;80;0;2;10;10;3
2;216;64;359;62;39;393;340;71;52;78;164;78;159;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;85;34;393;76;390;101;92;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;65;45;196;78;144;273;114;53;247;112;61;389;232;221;76;68;150;176;164;112;390;397;336;111;36;316;164;262;390;141;245;62;253;68;278;34;56;118;342;0;2;10;10;3
2;42;81;52;196;153;82;68;128;118;159;144;15;73;60;36;247;76;144;80;68;122;246;15;62;60;94;45;233;52;390;176;112;111;17;0;0;0;0;0;0;2;9;9;3
2;56;91;83;43;91;161;80;60;67;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;95;121;34;36;118;241;109;17;17;95;99;34;76;304;105;78;339;76;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;214;15;156;51;164;112;177;15;85;96;278;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;60;267;47;129;395;232;89;36;101;304;247;177;82;45;101;61;181;177;144;61;64;41;232;105;230;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;132;52;78;241;348;56;267;83;198;94;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;60;45;101;393;263;125;83;287;105;48;125;78;195;64;77;15;60;35;393;109;125;91;61;73;60;45;160;61;64;75;17;17;17;34;125;125;291;69;17;0;2;9;9;3
2;60;149;285;84;42;360;224;42;109;125;105;101;304;64;60;100;45;83;164;161;151;117;60;94;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;187;254;60;216;52;393;290;161;15;42;86;47;147;93;190;127;21;35;241;61;15;186;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;60;67;155;61;38;396;78;105;83;221;74;41;179;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;60;46;159;105;344;118;211;154;95;104;15;97;11;34;290;290;232;76;69;66;356;42;86;350;79;146;63;34;125;125;141;390;389;390;120;186;87;222;17;0;2;10;10;3
2;156;328;62;92;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;154;15;123;119;67;64;37;105;344;323;15;65;131;64;72;40;101;69;66;52;164;304;63;15;52;125;83;290;337;298;157;37;105;344;323;39;239;185;327;0;2;9;9;3
2;63;64;45;160;15;204;66;108;15;62;114;75;306;216;62;53;247;112;61;109;390;61;61;195;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;249;307;15;56;98;173;35;390;176;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;63;37;83;389;294;210;74;81;72;99;85;99;68;52;375;375;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;34;395;120;268;273;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;258;71;189;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;42;93;150;76;91;79;34;280;37;164;78;164;36;137;15;277;34;75;104;39;294;390;61;118;79;62;332;90;17;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;170;65;67;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;42;81;45;320;69;70;65;94;70;34;279;135;62;215;84;42;10;128;277;63;42;351;10;53;122;41;316;125;338;17;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;42;10;45;141;122;37;105;390;394;112;176;34;141;343;15;62;68;94;52;78;241;78;61;51;69;69;70;133;51;83;164;61;269;17;0;0;0;0;0;0;2;9;9;3
2;37;390;61;125;141;98;64;132;62;272;64;99;85;99;169;117;84;58;193;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;96;278;64;154;77;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;60;260;67;42;10;128;186;93;17;17;17;17;149;93;63;70;34;252;46;269;78;118;61;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;72;34;85;188;17;17;63;174;70;34;259;217;52;78;241;347;41;164;270;312;82;68;34;223;101;51;147;301;53;316;83;49;141;98;91;17;0;0;0;0;2;9;9;3
2;65;64;103;38;109;262;241;164;61;61;69;62;154;68;113;61;41;393;105;78;123;42;53;346;66;49;303;118;60;113;331;353;68;113;17;0;0;0;0;0;2;9;9;3
2;49;105;179;292;61;60;67;80;106;52;293;61;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;65;64;34;75;34;304;247;177;67;73;249;96;278;84;48;125;91;229;61;80;34;56;83;164;89;47;129;395;232;89;17;0;0;0;0;0;0;0;0;0;2;9;9;3
2;306;52;89;87;125;83;271;15;279;96;278;15;279;51;164;112;177;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;103;87;101;53;83;158;112;342;101;176;87;52;393;290;161;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;77;41;164;162;61;39;248;273;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;88;145;205;53;287;52;83;141;389;49;321;247;196;61;73;60;151;61;293;11;38;396;348;390;232;146;37;390;61;125;141;98;15;75;36;101;342;17;0;0;2;10;10;3
2;283;282;99;311;61;86;124;299;195;79;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;130;53;346;69;46;288;46;288;41;164;162;61;389;248;40;191;177;78;61;65;64;60;107;84;39;294;166;95;104;17;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;46;164;176;159;111;41;83;141;125;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;60;260;281;71;36;247;125;186;34;141;343;73;60;128;105;390;199;36;303;78;268;105;152;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;236;100;92;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;60;148;67;82;46;241;89;129;29;12;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;63;174;75;104;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;60;36;101;109;125;288;52;118;318;323;68;90;75;49;105;101;109;125;78;74;62;63;95;104;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;38;396;164;290;78;74;219;42;56;240;79;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;60;49;159;325;51;120;342;223;195;64;275;122;141;110;219;311;36;101;109;125;241;286;16;134;76;67;61;102;254;91;69;66;76;98;17;0;0;0;0;0;2;9;9;3
2;65;64;34;77;37;291;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;132;90;15;42;168;75;52;164;78;390;61;389;194;73;60;255;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;42;41;390;265;74;140;172;62;38;112;290;101;393;247;177;356;66;40;167;284;34;53;346;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;182;127;88;10;37;38;396;125;292;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;314;106;113;125;390;83;175;61;15;45;83;389;78;150;313;15;65;285;238;72;52;78;98;80;68;113;17;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;77;90;62;134;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;100;61;85;51;83;164;61;269;286;134;76;62;38;389;389;292;167;15;227;84;52;390;109;300;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;256;56;164;196;69;17;17;17;17;17;17;42;10;46;52;326;65;188;116;115;104;17;17;123;42;186;51;83;290;390;83;304;63;4;0;0;0;0;0;0;2;9;9;3
2;219;34;37;390;61;316;125;101;294;78;178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;75;49;105;101;109;125;78;152;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;132;90;70;60;134;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;75;49;144;164;180;73;65;94;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;126;10;53;258;119;189;62;135;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;42;38;61;125;83;290;337;298;170;60;279;96;278;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;63;10;52;103;52;78;393;125;266;66;86;66;44;83;83;125;183;69;171;184;61;15;203;184;61;15;36;247;76;144;61;15;41;83;191;125;118;211;61;0;2;9;9;3
2;95;77;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;49;141;240;105;269;159;61;202;38;396;175;144;299;183;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;42;36;164;221;355;117;128;105;390;199;201;36;69;393;141;164;267;114;156;105;250;67;61;17;17;17;17;60;187;285;42;72;159;79;81;60;139;249;152;0;2;9;9;3
2;42;10;45;141;122;45;320;69;70;34;171;113;125;390;83;175;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;42;41;390;265;74;140;65;273;66;186;87;211;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;43;164;395;262;211;38;247;64;34;395;120;268;173;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;56;83;51;83;175;296;34;56;118;210;36;342;345;76;96;84;40;101;120;37;83;191;130;34;36;101;393;300;41;101;393;105;61;78;118;83;150;390;176;0;2;9;9;3
2;130;34;58;193;60;96;56;264;36;101;109;300;78;83;74;37;83;191;80;68;94;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;42;86;228;52;147;111;67;82;257;58;317;15;97;65;107;64;60;148;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;181;34;395;120;268;171;45;320;70;39;165;21;143;143;143;4;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;65;64;60;187;67;42;10;128;93;84;114;234;103;36;118;83;316;74;253;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;142;78;64;72;306;15;100;64;75;37;390;61;78;321;79;62;88;86;66;58;83;340;157;88;53;111;89;17;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;60;49;141;208;159;35;105;83;164;161;139;204;80;65;36;141;318;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;134;64;85;173;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;126;10;53;309;60;283;46;390;61;78;287;42;225;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;48;118;62;42;70;176;179;66;154;124;299;195;60;56;83;267;76;36;342;232;38;389;389;292;63;114;80;119;67;17;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;42;10;46;314;63;73;181;42;105;167;105;52;125;294;112;11;73;131;146;62;63;329;276;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;154;60;102;164;56;220;83;68;54;112;196;35;105;341;146;17;16;42;10;46;72;173;39;269;76;71;60;46;164;176;112;129;159;52;78;247;125;17;0;0;2;9;9;3
2;355;165;15;42;168;49;61;87;158;79;66;86;34;67;237;114;106;68;34;125;125;101;294;78;178;61;62;36;269;78;164;290;78;61;82;62;155;61;77;0;2;10;10;3
2;186;87;285;80;67;115;49;91;389;292;74;15;52;118;83;121;63;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;181;179;220;72;83;200;65;67;10;52;34;125;125;193;164;112;175;64;84;63;139;354;51;335;35;141;164;162;15;38;61;125;83;290;337;298;82;60;106;0;2;9;9;3
2;63;10;52;139;204;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;68;52;288;101;114;52;393;105;394;296;185;397;243;61;71;37;105;344;61;80;35;141;207;78;344;73;101;223;42;340;38;389;389;292;17;0;0;0;0;0;2;10;10;3
2;39;240;208;159;113;125;118;211;61;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;63;39;244;61;68;250;67;313;34;395;98;157;42;38;299;91;60;203;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;45;110;92;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;42;41;390;265;74;140;65;46;101;76;120;78;134;76;250;393;141;241;67;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;97;63;138;155;182;216;62;36;141;241;245;127;169;67;42;10;128;93;122;389;345;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;56;241;112;69;16;52;78;98;34;395;98;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;42;56;390;61;118;42;224;51;129;349;60;54;112;196;62;155;35;207;68;189;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;34;395;61;268;273;95;77;4;4;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;42;228;66;53;111;89;80;63;70;20;16;20;20;18;21;41;101;393;105;61;62;60;96;116;122;45;210;247;298;37;247;295;76;62;37;87;69;17;0;0;2;9;9;3
2;123;88;126;10;53;39;244;63;15;173;249;15;99;305;60;54;112;196;36;268;61;73;107;113;125;191;149;17;42;116;72;140;65;66;169;211;17;0;0;0;2;9;9;3
2;75;37;390;61;300;164;180;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;42;46;160;86;277;78;243;34;37;83;389;292;15;97;42;116;72;51;390;61;89;183;69;63;305;201;71;60;35;393;390;246;92;34;141;211;17;0;0;0;2;9;9;3
2;206;253;65;131;173;52;109;165;62;64;75;37;390;389;389;159;393;246;66;82;61;78;165;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;51;120;78;345;76;68;67;66;121;171;49;91;389;232;109;164;112;175;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;42;116;140;49;393;105;158;164;61;69;60;43;164;262;247;43;396;16;20;143;52;91;390;120;21;237;95;39;141;164;395;198;74;73;68;46;179;101;50;0;2;10;10;3
2;42;52;193;158;79;60;82;348;112;129;15;62;39;212;65;107;66;122;60;148;55;111;302;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;138;72;307;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;75;235;73;65;90;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;60;358;52;390;397;83;64;35;390;176;15;44;83;87;49;191;45;196;104;274;15;62;60;272;92;64;132;70;34;272;67;17;0;0;0;0;0;0;0;0;2;10;10;3
